chr1	start1	end1	chr2	start2	end2	CD19_rep1_RawCC	CD19_rep2_RawCC	HA_rep1_RawCC	HA_rep2_RawCC	logFC	PValue	FDR
chr21	26830000	26840000	chr21	26880000	26890000	73	50	246	293	1.78277903697088	2.66075433006215e-07	0.000856593996965807
chr21	26830000	26840000	chr21	26890000	26900000	35	29	119	154	1.73091216454863	6.29121175866622e-06	0.0116388400537162
chr21	26830000	26840000	chr21	26920000	26930000	28	19	129	115	2.02750790688036	5.658228101803e-07	0.0015898621781513
chr21	26830000	26840000	chr21	26930000	26940000	153	96	458	537	1.65743882803024	2.23404284148824e-07	0.000731887924817032
chr21	26830000	26840000	chr21	26940000	26950000	46	29	132	166	1.6422109684053	1.26569088733492e-05	0.0205551406710732
chr21	26840000	26850000	chr21	26860000	26870000	44	0	151	189	2.65516256639814	9.80035305948013e-12	1.14554687828825e-07
chr21	26840000	26850000	chr21	26870000	26880000	0	45	162	165	2.41776479740399	1.50308718933632e-09	9.68295550385139e-06
chr21	26840000	26850000	chr21	26930000	26940000	63	69	202	265	1.44704019274473	2.95576188353528e-05	0.0402721706297423
chr21	26850000	26860000	chr21	26870000	26880000	0	36	244	257	3.36305730185938	5.79747380670298e-17	2.74894083278833e-12
chr21	26850000	26860000	chr21	26930000	26940000	52	49	211	244	1.80619668974009	3.95092576674823e-07	0.00117336636651403
chr21	26860000	26870000	chr21	26880000	26890000	46	0	198	237	2.94782441138617	1.58080943401962e-14	4.36911277742197e-10
chr21	26860000	26870000	chr21	26890000	26900000	21	0	57	62	2.1905513686548	7.07879439680688e-06	0.0129872552195767
chr21	26860000	26870000	chr21	26900000	26910000	20	0	43	64	2.10217440006963	2.88639090309871e-05	0.0394618894780264
chr21	26860000	26870000	chr21	26920000	26930000	23	0	59	67	2.14414790870836	6.49384267980939e-06	0.0119538313971795
chr21	26860000	26870000	chr21	26930000	26940000	88	61	305	380	1.8510414163374	4.06491173528074e-08	0.000169908076923945
chr21	26860000	26870000	chr21	26940000	26950000	16	0	79	81	2.9944942703812	1.12317512947096e-09	7.48591388932566e-06
chr21	26870000	26880000	chr21	26890000	26900000	0	38	110	133	2.23343829499066	1.13022461872177e-07	0.000407365981982578
chr21	26870000	26880000	chr21	26900000	26910000	0	23	73	81	2.31077509159334	1.45121495854406e-06	0.00351956690567195
chr21	26870000	26880000	chr21	26920000	26930000	0	20	100	146	3.19010639856462	5.94289132158788e-12	7.29832378355372e-08
chr21	26870000	26880000	chr21	26930000	26940000	103	78	380	512	1.94522454981277	3.50267233511147e-09	2.05786293681905e-05
chr21	26870000	26880000	chr21	26940000	26950000	24	11	109	105	2.27209417650018	8.22949701324563e-08	0.000309934914205446
chr21	26870000	26880000	chr21	26950000	26960000	0	12	45	73	2.86613981077864	4.59809203319744e-07	0.00134757102678864
chr21	26880000	26890000	chr21	26900000	26910000	0	0	109	125	9.70446215040792	7.04588724348728e-24	1.24952261002417e-18
chr21	26880000	26890000	chr21	26920000	26930000	0	0	98	107	9.51473480302724	8.4198111085306e-22	1.0333865204902e-16
chr21	26880000	26890000	chr21	26930000	26940000	85	53	332	425	2.1105227533491	4.4457023610608e-10	3.33087112945592e-06
chr21	26880000	26890000	chr21	26940000	26950000	18	0	79	71	2.74005701491652	1.54091861201514e-08	7.38385234586473e-05
chr21	26880000	26890000	chr21	26950000	26960000	0	10	48	51	2.88137073136271	1.60637285127362e-06	0.00376389997412789
chr21	26890000	26900000	chr21	26920000	26930000	0	0	44	40	8.23353757723856	5.31106766866393e-12	6.66679594115193e-08
chr21	26890000	26900000	chr21	26930000	26940000	52	57	191	232	1.58226163774922	8.2213677984964e-06	0.0147863189635582
chr21	26900000	26910000	chr21	26920000	26930000	0	0	46	61	8.57523817217961	2.95162397138088e-13	6.12482361567314e-09
chr21	26900000	26910000	chr21	26930000	26940000	57	36	173	217	1.7211540550591	1.94302605045454e-06	0.00447580208949159
chr21	30190000	30200000	chr21	30210000	30220000	33	35	0	0	-8.29444090681853	4.68405196877566e-12	5.95022999787637e-08
chr21	32480000	32490000	chr21	32530000	32540000	0	0	40	28	7.93404629398819	4.0568311865967e-10	3.09012631164125e-06
chr21	32480000	32490000	chr21	32540000	32550000	0	0	42	0	7.26848264156037	5.84632262439831e-07	0.00162591745297044
chr21	32500000	32510000	chr21	32530000	32540000	38	27	148	137	1.7836585144703	3.01632976248247e-06	0.00648091356055794
chr21	32510000	32520000	chr21	32530000	32540000	0	0	53	47	8.48476663043212	1.46133318956361e-12	2.28902434756254e-08
chr21	32810000	32820000	chr21	32830000	32840000	50	0	0	0	-7.73741671572894	1.11557751866733e-08	5.55942905271457e-05
chr21	33060000	33070000	chr21	33080000	33090000	0	0	0	32	6.81561916052913	2.43631236381958e-05	0.0347926563071143
chr21	34880000	34890000	chr21	34920000	34930000	0	0	22	31	7.56475797159077	3.58247304398509e-08	0.000152224248363414
chr21	35450000	35460000	chr21	35560000	35570000	17	0	58	46	2.29905643640764	1.02120400658271e-05	0.0174646058449194
chr21	35540000	35550000	chr21	35560000	35570000	0	0	82	80	9.17764829960567	1.72107721994116e-18	1.12292171365002e-13
chr21	35560000	35570000	chr21	35610000	35620000	0	0	36	50	8.26025722624177	3.78561090818706e-12	4.99819087660501e-08
chr21	35560000	35570000	chr21	35640000	35650000	0	0	30	28	7.70085250020764	7.31179965499758e-09	3.85825524870187e-05
chr21	35880000	35890000	chr21	35910000	35920000	3	10	54	43	2.49927741914525	1.12499946735533e-05	0.0190079581371926
chr21	35890000	35900000	chr21	35910000	35920000	29	30	124	142	1.80301400818371	3.49262099735829e-06	0.00723623975094155
chr21	35890000	35900000	chr21	35920000	35930000	12	0	41	50	2.58698249209904	6.56539597121826e-06	0.0120778143971116
chr21	35890000	35900000	chr21	35940000	35950000	11	0	40	50	2.6917227876965	4.30733185335428e-06	0.00867861114697632
chr21	35890000	35900000	chr21	35950000	35960000	6	0	37	33	3.17628196472814	6.57135705460897e-06	0.0120876757528781
chr21	35890000	35900000	chr21	35970000	35980000	2	0	18	33	4.18187792695641	3.21732167880111e-06	0.00668581433983008
chr21	35900000	35910000	chr21	35920000	35930000	0	0	41	45	8.26419601767016	3.0253874823479e-12	4.12711037347141e-08
chr21	35900000	35910000	chr21	35930000	35940000	0	0	23	36	7.71700059934926	6.90574671515051e-09	3.70074664162649e-05
chr21	36210000	36220000	chr21	36230000	36240000	0	0	26	30	7.64699712621503	1.37685564658987e-08	6.69733797003884e-05
chr21	36230000	36240000	chr21	36360000	36370000	0	0	24	30	7.59350101649712	2.59275091343217e-08	0.000115748825300084
chr21	36240000	36250000	chr21	36360000	36370000	0	0	31	42	8.02511121082843	1.15393202603463e-10	1.01160888451522e-06
chr21	36250000	36260000	chr21	36310000	36320000	52	28	168	167	1.72979983792068	2.92438310536077e-06	0.00629814683178147
chr21	36250000	36260000	chr21	36350000	36360000	38	18	96	133	1.69141485072513	2.22667553623379e-05	0.0324527741415263
chr21	36260000	36270000	chr21	36310000	36320000	95	47	290	355	1.85146748043302	4.91092625815099e-08	0.000200223509868777
chr21	36260000	36270000	chr21	36340000	36350000	109	40	198	305	1.43406269166505	2.36405026335832e-05	0.0339243614511254
chr21	36280000	36290000	chr21	36310000	36320000	42	35	138	160	1.59293954846775	2.0190306938814e-05	0.0297593680738597
chr21	36290000	36300000	chr21	36310000	36320000	48	41	158	179	1.56097357341337	2.10023945098679e-05	0.0308164285684275
chr21	36300000	36310000	chr21	36340000	36350000	51	41	176	218	1.7398176271155	1.52277107967075e-06	0.00366985095338798
chr21	36300000	36310000	chr21	36350000	36360000	38	32	146	141	1.67878714625972	9.52091015960461e-06	0.0164249837794942
chr21	36310000	36320000	chr21	36330000	36340000	119	79	366	480	1.74776266859778	8.81482512440796e-08	0.000330587476475414
chr21	36310000	36320000	chr21	36340000	36350000	139	105	462	497	1.62415042910188	3.93616009437952e-07	0.00116941253914225
chr21	36310000	36320000	chr21	36350000	36360000	89	61	321	320	1.75075297432037	2.17641589292407e-07	0.000713822210908873
chr21	36310000	36320000	chr21	36360000	36370000	72	45	212	252	1.64344691657505	2.42557550063672e-06	0.0053253049765108
chr21	36310000	36320000	chr21	36390000	36400000	60	48	205	233	1.66355509988969	2.66028699963276e-06	0.00578883340296196
chr21	36310000	36320000	chr21	36400000	36410000	69	48	190	243	1.53685678065194	1.19108747722685e-05	0.0196938970850924
chr21	36310000	36320000	chr21	36710000	36720000	6	5	46	47	2.70169497632356	4.42151388825487e-06	0.00873161473634093
chr21	36320000	36330000	chr21	36340000	36350000	56	44	174	203	1.55855326255456	1.51476193307453e-05	0.0240024535279871
chr21	36330000	36340000	chr21	36360000	36370000	69	0	156	180	2.0079372485117	6.03373410365263e-08	0.000238859328888028
chr21	36340000	36350000	chr21	36360000	36370000	94	67	304	319	1.60467739443067	1.84919480820854e-06	0.00427728194239703
chr21	36340000	36350000	chr21	36370000	36380000	26	25	116	139	1.95426437628297	9.0992601472759e-07	0.00237843588232705
chr21	36340000	36350000	chr21	36720000	36730000	7	3	42	41	2.68687236679088	1.51179564501755e-05	0.0239707587917389
chr21	36350000	36360000	chr21	36460000	36470000	4	4	37	48	3.01399340117365	2.69121471807626e-06	0.00585138831779002
chr21	36360000	36370000	chr21	36380000	36390000	0	0	164	206	10.363050764646	6.20327610304133e-32	4.38107354241942e-26
chr21	36360000	36370000	chr21	36460000	36470000	0	0	32	42	8.04518283924264	8.52472616022262e-11	7.77467772344395e-07
chr21	36360000	36370000	chr21	36470000	36480000	0	0	38	25	7.82528224304341	1.52568427819579e-09	9.8002975962509e-06
chr21	36360000	36370000	chr21	36770000	36780000	0	0	31	20	7.52211044641677	5.1932395924331e-08	0.000209689888399647
chr21	36440000	36450000	chr21	36460000	36470000	0	0	37	50	8.27733175739367	2.82992559172229e-12	3.92024937354004e-08
chr21	36450000	36460000	chr21	36470000	36480000	0	0	30	23	7.57461136146203	3.47032329247916e-08	0.000150428033134446
chr21	36460000	36470000	chr21	36510000	36520000	9	0	40	36	2.7346185718378	1.53107234520283e-05	0.0242387291724035
chr21	36460000	36470000	chr21	36590000	36600000	5	0	36	27	3.27820201986613	1.27268276405982e-05	0.0205941521464812
chr21	36470000	36480000	chr21	36510000	36520000	6	0	38	49	3.47994321554261	1.74637951672335e-07	0.000594627823684773
chr21	36470000	36480000	chr21	36590000	36600000	4	0	28	31	3.48115190438948	4.08245003561072e-06	0.00832124033754721
chr21	36510000	36520000	chr21	36530000	36540000	14	0	47	67	2.69084314998962	4.36048123376049e-07	0.00128354061940539
chr21	36510000	36520000	chr21	36590000	36600000	5	0	27	38	3.3125765198467	7.98018842077343e-06	0.0143776037562978
chr21	36690000	36700000	chr21	36710000	36720000	13	0	44	71	2.8044745425418	1.91895490227675e-07	0.000645903854437454
chr21	36710000	36720000	chr21	36730000	36740000	30	0	78	102	2.28000403847896	2.54627866302762e-07	0.000824847989004469
chr21	37510000	37520000	chr21	37580000	37590000	81	57	0	0	-9.28996912641782	1.45820833448347e-20	1.40100550128401e-15
chr21	37510000	37520000	chr21	37700000	37710000	42	41	0	0	-8.57676715694176	3.50343258125074e-14	8.97171584973966e-10
chr21	37510000	37520000	chr21	37710000	37720000	38	19	0	0	-8.00059280975889	3.59672001493779e-10	2.77642921967672e-06
chr21	38350000	38360000	chr21	38370000	38380000	0	0	26	33	7.720357486983	5.47029907420477e-09	2.98150852197228e-05
chr21	38530000	38540000	chr21	38550000	38560000	0	0	33	43	8.08362627871355	4.68685359610506e-11	4.5717366584693e-07
chr21	40150000	40160000	chr21	40180000	40190000	0	0	61	49	8.62361826325486	1.29826224263715e-13	2.95439718760676e-09
chr21	40150000	40160000	chr21	40200000	40210000	0	0	31	22	7.57583902549561	2.7558724183764e-08	0.000121672885578836
chr21	40180000	40190000	chr21	40210000	40220000	0	0	0	37	7.02297516296878	5.90490946574852e-06	0.0113179090188254
chr21	40690000	40700000	chr21	40710000	40720000	0	0	64	94	9.13442787591904	4.08794601522869e-18	2.4819883772115e-13
chr21	43580000	43590000	chr21	43650000	43660000	62	44	34	0	-1.95516292200089	2.90602154049489e-05	0.039706001147706
chr21	43590000	43600000	chr21	43650000	43660000	72	67	44	0	-1.98987231926621	4.68234324707246e-06	0.00915686187762221
chr21	43610000	43620000	chr21	43630000	43640000	72	66	33	0	-2.39350486857475	1.19675293403738e-07	0.000430227656801271
chr21	43650000	43660000	chr21	43670000	43680000	84	73	55	0	-1.8393798266684	9.46157432040231e-06	0.0163296185542287
chr21	43730000	43740000	chr21	43860000	43870000	0	0	31	39	7.96603375100963	2.8462340348569e-10	2.26038597409294e-06
chr21	43740000	43750000	chr21	43860000	43870000	0	0	35	18	7.58074082571241	2.71172830782997e-08	0.000120026670420701
chr21	43790000	43800000	chr21	43830000	43840000	32	28	120	126	1.67508238409853	1.91872098446787e-05	0.0284737807592073
chr21	43790000	43800000	chr21	43850000	43860000	0	0	51	65	8.69211052593669	3.535978971471e-14	9.02063192068358e-10
chr21	43790000	43800000	chr21	43860000	43870000	0	0	71	80	9.07382387453985	1.47237487124788e-17	7.84026764873157e-13
chr21	43810000	43820000	chr21	43850000	43860000	38	0	88	71	1.77956976170073	3.44896235271835e-05	0.0461393729623255
chr21	43810000	43820000	chr21	43860000	43870000	38	0	89	80	1.86502265531377	1.32724165373871e-05	0.0213446353767448
chr21	43830000	43840000	chr21	43850000	43860000	76	67	255	281	1.54567861625221	6.00029296893058e-06	0.0113968242458417
chr21	43830000	43840000	chr21	43860000	43870000	60	49	211	222	1.63415748302627	3.81645961745727e-06	0.00783341130661448
chr21	43840000	43850000	chr21	43880000	43890000	66	30	169	173	1.50553908790279	2.81904108125937e-05	0.0387808072450346
chr21	43850000	43860000	chr21	43870000	43880000	0	0	48	48	8.42398636267131	3.5013283953568e-12	4.66415176489536e-08
chr21	44040000	44050000	chr21	44060000	44070000	0	0	36	0	7.04735183725475	4.45076363291679e-06	0.00873197787739818
chr21	46090000	46100000	chr21	46110000	46120000	0	30	0	0	-7.21718528362287	2.01225008159604e-06	0.00461282520640954
chr21	47650000	47660000	chr21	47680000	47690000	0	0	45	59	8.53452072676484	6.42549046685384e-13	1.17149786639686e-08
chr21	47790000	47800000	chr21	47810000	47820000	0	0	30	0	6.78604059661625	2.62422063554489e-05	0.0362245030139256
chr21	47940000	47950000	chr21	47960000	47970000	61	38	16	0	-2.93107201335597	4.89420225211211e-08	0.000200072197774039
chr22	18550000	18560000	chr22	18580000	18590000	0	0	49	44	8.38014285697049	4.9261252705519e-13	9.42756679296823e-09
chr22	18580000	18590000	chr22	18600000	18610000	0	0	58	63	8.75560131630989	9.87635015229065e-15	2.86858376399469e-10
chr22	19580000	19590000	chr22	19600000	19610000	44	55	0	19	-2.75742655526583	1.01608533448453e-07	0.000371549603555963
chr22	20010000	20020000	chr22	20030000	20040000	35	43	0	0	-8.50009525715554	1.39178353470104e-13	3.10921815645544e-09
chr22	20810000	20820000	chr22	20920000	20930000	166	82	46	63	-1.51134156741926	3.74275708356851e-05	0.0481788449120782
chr22	20970000	20980000	chr22	21000000	21010000	0	0	35	0	7.00694544913528	6.19044801423296e-06	0.0114692921581962
chr22	21120000	21130000	chr22	21160000	21170000	0	0	31	16	7.40822969204921	1.88493328891042e-07	0.000637009027499128
chr22	22110000	22120000	chr22	22130000	22140000	0	0	38	0	7.12489305761463	2.2643840638665e-06	0.00499597835819137
chr22	23110000	23120000	chr22	23130000	23140000	52	40	0	0	-8.71150376305637	3.55329565423199e-15	1.15636764735073e-10
chr22	23130000	23140000	chr22	23150000	23160000	108	84	31	0	-2.95062366870324	1.53929524153934e-11	1.72081068047181e-07
chr22	23130000	23140000	chr22	23160000	23170000	224	145	50	54	-2.16337375886587	1.99882841823177e-09	1.24617494821125e-05
chr22	23130000	23140000	chr22	23180000	23190000	34	41	0	0	-8.44257501851095	3.46341383747137e-13	7.05588891710285e-09
chr22	23130000	23140000	chr22	23190000	23200000	51	64	0	0	-9.06093791011567	2.33624306617682e-18	1.47875149677133e-13
chr22	23130000	23140000	chr22	23210000	23220000	33	35	0	0	-8.29444090681853	4.68405196877566e-12	5.95022999787637e-08
chr22	23130000	23140000	chr22	23220000	23230000	47	43	0	0	-8.68968308381593	4.86690913561393e-15	1.53786459114898e-10
chr22	23140000	23150000	chr22	23160000	23170000	286	221	86	78	-1.9742148470382	6.89947751882161e-09	3.70074664162649e-05
chr22	23140000	23150000	chr22	23180000	23190000	33	35	0	0	-8.29444090681853	4.68405196877566e-12	5.95022999787637e-08
chr22	23140000	23150000	chr22	23190000	23200000	70	42	0	0	-8.9806060362065	1.40981140965971e-17	7.53703153295359e-13
chr22	23140000	23150000	chr22	23220000	23230000	42	0	0	0	-7.48844933842037	1.59851927646183e-07	0.000546872911445579
chr22	23150000	23160000	chr22	23170000	23180000	69	76	22	0	-3.05894460722273	1.31749801334996e-10	1.14354566569083e-06
chr22	23150000	23160000	chr22	23180000	23190000	69	65	19	0	-3.14579978852435	2.67248969411409e-10	2.14440210828688e-06
chr22	23150000	23160000	chr22	23190000	23200000	119	86	39	0	-2.709782030907	1.68561449504397e-10	1.41162201417554e-06
chr22	23150000	23160000	chr22	23200000	23210000	62	44	17	0	-2.95027950283612	1.76727189781452e-08	8.37775534513265e-05
chr22	23150000	23160000	chr22	23210000	23220000	55	31	14	0	-2.91304641702741	2.03874776227123e-07	0.000669597153399934
chr22	23150000	23160000	chr22	23220000	23230000	44	45	23	0	-2.28529032376322	7.72421217125983e-06	0.0139595291312401
chr22	23150000	23160000	chr22	23480000	23490000	32	29	3	8	-2.80577234418745	7.66940366076924e-06	0.013879169312887
chr22	23160000	23170000	chr22	23180000	23190000	307	235	76	77	-2.17168129543439	2.19453924481433e-10	1.78858630501516e-06
chr22	23160000	23170000	chr22	23190000	23200000	366	219	83	110	-1.93550766859152	6.52290764739834e-09	3.51712279724441e-05
chr22	23160000	23170000	chr22	23200000	23210000	156	115	35	41	-2.17907321206455	7.64884608907914e-09	3.98440151099431e-05
chr22	23160000	23170000	chr22	23210000	23220000	132	103	41	27	-2.12942646890658	2.9192230673656e-08	0.000128420103087873
chr22	23160000	23170000	chr22	23220000	23230000	162	105	47	27	-2.17842998412846	1.0138390472022e-08	5.11635251964367e-05
chr22	23170000	23180000	chr22	23190000	23200000	0	62	0	0	-8.26466291577391	6.6749398766508e-12	8.1649543954425e-08
chr22	23190000	23200000	chr22	23210000	23220000	0	45	0	0	-7.80160371375276	4.73216206252838e-09	2.66023634861393e-05
chr22	23220000	23230000	chr22	23240000	23250000	0	32	0	0	-7.31004561601986	9.55630364153556e-07	0.00248162694192294
chr22	23510000	23520000	chr22	23620000	23630000	0	0	35	37	8.00940099044216	1.53134049815943e-10	1.30550960926885e-06
chr22	23520000	23530000	chr22	23540000	23550000	42	0	92	106	1.94693291279937	2.51731935812678e-06	0.00551499667860317
chr22	23520000	23530000	chr22	23550000	23560000	80	0	182	208	2.0142755526015	2.45418398376948e-08	0.000111508425364761
chr22	23520000	23530000	chr22	23570000	23580000	56	0	109	136	1.84649763981118	1.64514078741617e-06	0.00383348847453652
chr22	23520000	23530000	chr22	23630000	23640000	46	0	106	95	1.84525166786611	5.28962434823527e-06	0.0102409905369517
chr22	23530000	23540000	chr22	23550000	23560000	42	0	79	107	1.85458162531912	8.67489431705679e-06	0.0151505960956353
chr22	24430000	24440000	chr22	24450000	24460000	0	35	0	0	-7.4390704307494	2.52042732746858e-07	0.000817526222221147
chr22	24510000	24520000	chr22	24530000	24540000	0	0	60	0	7.78103193315917	2.82865837320995e-09	1.68823474004131e-05
chr22	24810000	24820000	chr22	24850000	24860000	0	0	29	37	7.88127501690424	7.82598379132683e-10	5.46764082502849e-06
chr22	24810000	24820000	chr22	24880000	24890000	0	0	0	32	6.81561916052913	2.43631236381958e-05	0.0347926563071143
chr22	24810000	24820000	chr22	24910000	24920000	0	0	0	40	7.13444912882386	2.17469433119006e-06	0.00493880370035314
chr22	24850000	24860000	chr22	24880000	24890000	0	0	32	25	7.6787740477081	9.86799386222691e-09	5.05213424946865e-05
chr22	25870000	25880000	chr22	26060000	26070000	0	0	30	20	7.49318019558979	7.17790446834014e-08	0.000277043300829357
chr22	25870000	25880000	chr22	26090000	26100000	0	0	46	0	7.39909033715978	1.94665541737205e-07	0.000647320262374143
chr22	25870000	25880000	chr22	26120000	26130000	0	0	44	0	7.33526049415395	2.99707102256761e-07	0.000932126129383237
chr22	25930000	25940000	chr22	26090000	26100000	0	0	40	0	7.19847030142785	1.14735659972389e-06	0.00284218678110448
chr22	25940000	25950000	chr22	26100000	26110000	0	26	93	92	2.39918442133013	1.98805884668834e-07	0.00065497972724686
chr22	26050000	26060000	chr22	26070000	26080000	0	0	45	48	8.37721861219587	5.00641071293114e-13	9.47976349197547e-09
chr22	26050000	26060000	chr22	26090000	26100000	0	0	47	28	8.07745736664592	5.9455136316356e-11	5.71500998638389e-07
chr22	26060000	26070000	chr22	26080000	26090000	46	0	84	101	1.7212273861673	2.63776010004506e-05	0.0364001670868806
chr22	26060000	26070000	chr22	26090000	26100000	0	0	85	88	9.27121140856109	2.17708062685468e-19	1.66935805565858e-14
chr22	26070000	26080000	chr22	26090000	26100000	0	0	103	0	8.55919892576005	3.18468570691756e-13	6.5111117628651e-09
chr22	26070000	26080000	chr22	26100000	26110000	0	49	117	122	1.83786673267459	7.07864374549741e-06	0.0129872552195767
chr22	26100000	26110000	chr22	26120000	26130000	0	203	419	468	1.64350229354229	5.19651580009877e-07	0.00149739451622965
chr22	26100000	26110000	chr22	26150000	26160000	0	66	178	189	2.01934748046214	1.00010840645795e-07	0.000369545101629141
chr22	26910000	26920000	chr22	27040000	27050000	42	0	0	0	-7.48844933842037	1.59851927646183e-07	0.000546872911445579
chr22	26940000	26950000	chr22	27040000	27050000	32	25	0	0	-8.023910567398	2.62062967016061e-10	2.1086739759359e-06
chr22	27010000	27020000	chr22	27040000	27050000	43	0	0	0	-7.52205095448742	1.13814698390342e-07	0.000409671244223808
chr22	28270000	28280000	chr22	28290000	28300000	0	0	0	67	7.87336664998663	8.0873307865501e-10	5.60355142574575e-06
chr22	28650000	28660000	chr22	28790000	28800000	0	5	35	44	3.53848666539048	9.60880604789773e-07	0.0024947782215945
chr22	28690000	28700000	chr22	28790000	28800000	0	6	60	68	3.98351695900829	1.06617656783549e-10	9.5612311015412e-07
chr22	28710000	28720000	chr22	28790000	28800000	0	9	41	48	2.87659248167709	5.34482229006546e-06	0.010332948343104
chr22	28720000	28730000	chr22	28790000	28800000	0	9	37	43	2.72164733953719	2.80260793552729e-05	0.0385639656615001
chr22	28740000	28750000	chr22	28790000	28800000	0	12	49	69	2.86849739927799	3.93128182977912e-07	0.0011681356508371
chr22	28750000	28760000	chr22	28770000	28780000	0	0	50	57	8.57781583619232	2.91030490993887e-13	6.05781923258369e-09
chr22	28750000	28760000	chr22	28790000	28800000	0	12	76	91	3.37540908492824	2.08568687336776e-10	1.71908136706811e-06
chr22	28760000	28770000	chr22	28790000	28800000	0	31	101	107	2.3096674611506	1.49918698700537e-07	0.000514727343901609
chr22	28770000	28780000	chr22	28790000	28800000	0	39	212	231	3.06648614984228	2.14763330941552e-14	5.69162980244612e-10
chr22	28770000	28780000	chr22	28820000	28830000	0	0	0	35	6.94358424690483	8.9193360342632e-06	0.0155101435839979
chr22	28790000	28800000	chr22	28810000	28820000	0	24	107	121	2.81750315505861	6.23757619987779e-10	4.48636748755027e-06
chr22	28790000	28800000	chr22	28820000	28830000	0	16	69	92	2.90252502539857	1.23923491565635e-08	6.13617000055762e-05
chr22	28790000	28800000	chr22	28830000	28840000	16	12	88	59	2.04046189607504	1.02444065805702e-05	0.0175192147156189
chr22	29500000	29510000	chr22	29520000	29530000	33	39	0	0	-8.38267977727332	1.06652955463368e-12	1.760335234579e-08
chr22	29520000	29530000	chr22	29540000	29550000	47	0	0	0	-7.64906748481696	2.98171961646122e-08	0.000130969032913183
chr22	30490000	30500000	chr22	30620000	30630000	116	0	0	0	-8.94019520661303	3.89910136686609e-17	1.91185810376402e-12
chr22	30520000	30530000	chr22	30620000	30630000	31	0	0	0	-7.05528499886347	7.10240674836407e-06	0.012987367743831
chr22	30530000	30540000	chr22	30610000	30620000	0	0	103	92	9.44633649801459	4.0094318335698e-21	4.35054046088974e-16
chr22	30540000	30550000	chr22	30620000	30630000	48	0	0	0	-7.67912994483495	2.14401442573995e-08	9.82136705592764e-05
chr22	30590000	30600000	chr22	30610000	30620000	0	226	492	478	1.61861853555889	5.76932920023894e-07	0.00161107157225823
chr22	30600000	30610000	chr22	30710000	30720000	0	0	45	24	7.9592629845395	2.93213344612276e-10	2.31581245698429e-06
chr22	30610000	30620000	chr22	30710000	30720000	0	0	57	43	8.48749768407021	1.19010020067862e-12	1.89738924010245e-08
chr22	30710000	30720000	chr22	30740000	30750000	0	0	65	77	8.98446297567696	1.0025450679846e-16	4.52452860113352e-12
chr22	30740000	30750000	chr22	30770000	30780000	0	0	35	32	7.90839122101019	5.61945718533755e-10	4.11606221012357e-06
chr22	30840000	30850000	chr22	30860000	30870000	0	33	0	0	-7.35433881879759	5.25464611608278e-07	0.00149863057677044
chr22	31000000	31010000	chr22	31140000	31150000	10	0	53	35	2.80235905821599	2.75943034895444e-06	0.00598580484609486
chr22	31020000	31030000	chr22	31150000	31160000	0	0	30	29	7.72482316592653	5.38605000499787e-09	2.9568070402045e-05
chr22	31030000	31040000	chr22	31140000	31150000	55	47	168	212	1.53567352670884	1.79025096864668e-05	0.0270543435351308
chr22	31080000	31090000	chr22	31130000	31140000	38	25	118	158	1.7787664720567	3.20515653708809e-06	0.00666294197315986
chr22	31090000	31100000	chr22	31130000	31140000	81	42	211	230	1.50945926591066	1.48870599729849e-05	0.0236558991029
chr22	31090000	31100000	chr22	31140000	31150000	18	0	87	107	3.10266221574547	3.88776558464955e-11	3.90877155883993e-07
chr22	31100000	31110000	chr22	31130000	31140000	132	93	428	441	1.60383139229197	6.97683251016564e-07	0.00191727586628631
chr22	31100000	31110000	chr22	31140000	31150000	30	32	168	174	2.09440546251775	3.80189392212936e-08	0.000160030705852295
chr22	31110000	31120000	chr22	31130000	31140000	95	60	245	304	1.48038271404256	1.26340016422535e-05	0.0205438718597828
chr22	31870000	31880000	chr22	31920000	31930000	0	25	105	142	2.87049674401896	1.2172405819801e-10	1.05698124956836e-06
chr22	31870000	31880000	chr22	31930000	31940000	37	33	126	165	1.69041775461556	7.61096909491183e-06	0.0137870566356596
chr22	31870000	31880000	chr22	31950000	31960000	0	0	30	28	7.70085250020764	7.31179965499758e-09	3.85825524870187e-05
chr22	31880000	31890000	chr22	31920000	31930000	95	54	238	299	1.51066089134947	8.34212424778868e-06	0.0149063078737067
chr22	31880000	31890000	chr22	31930000	31940000	108	53	262	318	1.51882826209839	5.94824764382822e-06	0.011376891104145
chr22	31900000	31910000	chr22	31920000	31930000	0	69	215	283	2.39094985897872	1.15782042333491e-10	1.01479670413051e-06
chr22	31900000	31910000	chr22	31930000	31940000	66	51	223	259	1.68774139181273	1.40366789060005e-06	0.00342040788205434
chr22	31910000	31920000	chr22	31930000	31940000	65	61	279	312	1.8652911415114	5.94179395048659e-08	0.000235335377293124
chr22	31920000	31930000	chr22	31940000	31950000	0	49	257	292	3.03947865130316	3.78316034727637e-15	1.22228081231521e-10
chr22	31920000	31930000	chr22	31950000	31960000	0	26	141	154	3.07462855071017	1.9823315705213e-12	2.93495453091723e-08
chr22	31920000	31930000	chr22	31980000	31990000	0	14	42	59	2.41853452069531	1.79394015694086e-05	0.0270543435351308
chr22	31930000	31940000	chr22	31950000	31960000	91	53	246	304	1.59319688735977	2.93274380167012e-06	0.00631446390399127
chr22	31930000	31940000	chr22	31960000	31970000	56	36	145	207	1.58568679212128	1.35007802177852e-05	0.0216980197505763
