axis	evidence	population	settings	treatments	names_entity	authors	title	venue	year	cited	pmid	doi	pmcid	url	local_fulltext	status
treatment_techniques	case_series_or_cohort	unspecified	sah_aneurysm;lumbar_puncture_or_drain	titrated_evd;positioning;shunt_or_valve	no	Speck V, Staykov D, Huttner HB, Sauer R, Schwab S, Bardutzky J.	Lumbar catheter for monitoring of intracranial pressure in patients with post-hemorrhagic communicating hydrocephalus	Neurocritical care	2011	24	20953846	10.1007/s12028-010-9459-6		https://pubmed.ncbi.nlm.nih.gov/20953846/		metadata_only
treatment_techniques	case_series_or_cohort	unspecified	shunt_dependent_prior	shunt_or_valve	no	Delwel EJ, de Jong DA, Dammers R, Kurt E, van den Brink W, Dirven CM.	A randomised trial of high and low pressure level settings on an adjustable ventriculoperitoneal shunt valve for idiopathic normal pressure hydrocephalus: results of the Dutch evaluation programme Strata shunt (DEPSS) trial	Journal of neurology, neurosurgery, and psychiatry	2013	22	23408069	10.1136/jnnp-2012-302935		https://pubmed.ncbi.nlm.nih.gov/23408069/		metadata_only
treatment_techniques	case_series_or_cohort	unspecified	lumbar_puncture_or_drain;intraventricular_hemorrhage;shunt_dependent_prior;aqueductal_obstructive	titrated_evd;shunt_or_valve	no	Staykov D, Huttner HB, Struffert T, Ganslandt O, Doerfler A, Schwab S, Bardutzky J.	Intraventricular fibrinolysis and lumbar drainage for ventricular hemorrhage	Stroke	2009	66	19679848	10.1161/strokeaha.109.551945		https://pubmed.ncbi.nlm.nih.gov/19679848/		metadata_only
treatment_techniques	case_report	unspecified	lumbar_puncture_or_drain		no	Dagnew E, van Loveren HR, Tew JM.	Acute foramen magnum syndrome caused by an acquired Chiari malformation after lumbar drainage of cerebrospinal fluid: report of three cases	Neurosurgery	2002	34	12188966	10.1227/00006123-200209000-00043		https://pubmed.ncbi.nlm.nih.gov/12188966/		metadata_only
treatment_techniques	case_series_or_cohort	unspecified	trauma;shunt_dependent_prior	shunt_or_valve	no	Miyake H, Kajimoto Y, Murai H, Nomura S, Ono S, Okamoto Y, Sumi Y.	Assessment of a quick reference table algorithm for determining initial postoperative pressure settings of programmable pressure valves in patients with idiopathic normal pressure hydrocephalus: SINPHONI subanalysis	Neurosurgery	2012	20	22653392	10.1227/neu.0b013e318260fef7		https://pubmed.ncbi.nlm.nih.gov/22653392/		metadata_only
treatment_techniques	case_series_or_cohort	unspecified	sah_aneurysm	titrated_evd;shunt_or_valve	no	Arroyo-Palacios J, Rudz M, Fidler R, Smith W, Ko N, Park S, Bai Y, Hu X.	Characterization of Shape Differences Among ICP Pulses Predicts Outcome of External Ventricular Drainage Weaning Trial	Neurocritical care	2016	12	27106888	10.1007/s12028-016-0268-4	PMC5075279	https://pmc.ncbi.nlm.nih.gov/articles/PMC5075279/		oa_unavailable
treatment_techniques	case_series_or_cohort	unspecified	intraventricular_hemorrhage;shunt_dependent_prior	titrated_evd;etv;shunt_or_valve	no	Noiphithak R, Phumichard T, Ratanavinitkul W, Rukskul P.	Prediction of Permanent Shunt Dependency in Patients with Intraventricular Hemorrhage: Outcomes of Early External Ventricular Drainage Weaning Protocol	World neurosurgery	2023	5	37689359	10.1016/j.wneu.2023.09.008		https://pubmed.ncbi.nlm.nih.gov/37689359/		metadata_only
treatment_techniques	case_series_or_cohort	adult	infection_inflammatory;trauma;shunt_dependent_prior	shunt_or_valve	no	Ringel F, Schramm J, Meyer B.	Comparison of programmable shunt valves vs standard valves for communicating hydrocephalus of adults: a retrospective analysis of 407 patients	Surgical neurology	2005	48	15639519	10.1016/j.surneu.2004.03.015		https://pubmed.ncbi.nlm.nih.gov/15639519/		metadata_only
treatment_techniques	case_series_or_cohort	unspecified	tumor_posterior_fossa;shunt_dependent_prior	shunt_or_valve;icp_monitoring	no	Toma AK, Tarnaris A, Kitchen ND, Watkins LD.	Continuous intracranial pressure monitoring in pseudotumour cerebri: Single centre experience	British journal of neurosurgery	2010	14	20632885	10.3109/02688697.2010.495169		https://pubmed.ncbi.nlm.nih.gov/20632885/		metadata_only
treatment_techniques	systematic_review	adult	sah_aneurysm;shunt_dependent_prior	titrated_evd;shunt_or_valve	no	Capion T, Lilja-Cyron A, Juhler M, Mathiesen TI, Wetterslev J.	Prompt closure versus gradual weaning of external ventricular drainage for hydrocephalus in adult patients with aneurysmal subarachnoid haemorrhage: a systematic review	BMJ open	2020	12	33243807	10.1136/bmjopen-2020-040722	PMC7692827	https://pmc.ncbi.nlm.nih.gov/articles/PMC7692827/	fulltext/capion_2020_pmid33243807.xml	oa_xml
treatment_techniques	case_series	unspecified	shunt_dependent_prior	shunt_or_valve	no	Lemcke J, Meier U.	Improved outcome in shunted iNPH with a combination of a Codman Hakim programmable valve and an Aesculap-Miethke ShuntAssistant	Central European neurosurgery	2010	31	20373276	10.1055/s-0029-1241179		https://pubmed.ncbi.nlm.nih.gov/20373276/		metadata_only
treatment_techniques	case_series_or_cohort	adult	shunt_dependent_prior	shunt_or_valve;icp_monitoring	no	Toma AK, Tarnaris A, Kitchen ND, Watkins LD.	Investigating shunt function using continuous intracranial pressure monitoring in adults: single center experience	Journal of neurosurgery	2010	9	20799857	10.3171/2010.8.jns1067		https://pubmed.ncbi.nlm.nih.gov/20799857/		metadata_only
treatment_techniques	case_series_or_cohort	unspecified	sah_aneurysm;infection_inflammatory;intraventricular_hemorrhage	titrated_evd;shunt_or_valve	no	Jabbarli R, Pierscianek D, RÖlz R, Reinhard M, Darkwah Oppong M, Scheiwe C, Dammann P, Kaier K, Wrede KH, Shah M, Zentner J, Sure U.	Gradual External Ventricular Drainage Weaning Reduces The Risk of Shunt Dependency After Aneurysmal Subarachnoid Hemorrhage: A Pooled Analysis	Operative neurosurgery (Hagerstown, Md.)	2018	24	29490068	10.1093/ons/opy009		https://pubmed.ncbi.nlm.nih.gov/29490068/		metadata_only
treatment_techniques	case_series_or_cohort	adult	skull_base_csf_leak	shunt_or_valve;icp_monitoring	no	Maroufi SF, Puppalla P, Chandan Reddy S, Katkade O, Meggyesy M, Theodore JN, Lee RP, Rao A, Luciano MG.	Utility of intracranial pressure monitoring in idiopathic intracranial hypertension patients with refractory headaches: an 8-year, single-surgeon, specialized-center retrospective study	Neurosurgical focus	2026	1	41569756	10.3171/2025.10.focus25867	PMC13399064	https://pmc.ncbi.nlm.nih.gov/articles/PMC13399064/		oa_unavailable
treatment_techniques	case_series_or_cohort	unspecified	sah_aneurysm;infection_inflammatory;shunt_dependent_prior	titrated_evd;shunt_or_valve	no	Capion T, Lilja-Cyron A, Olsen MH, Juhler M, Møller K, Sorteberg A, Rønning PA, Poulsen FR, Wismann J, Ravlo C, Isaksen J, Lindschou J, Gluud C, Mathiesen T.	Prompt closure versus gradual weaning of external ventricular drainage for hydrocephalus following aneurysmal subarachnoid haemorrhage: Protocol for the DRAIN randomised clinical trial	Acta anaesthesiologica Scandinavica	2023	6	37165711	10.1111/aas.14263		https://pubmed.ncbi.nlm.nih.gov/37165711/		metadata_only
treatment_techniques	case_series	pediatric	shunt_dependent_prior	titrated_evd;etv;shunt_or_valve	no	Fukuhara T, Vorster SJ, Luciano MG.	Critical shunt-induced subdural hematoma treated with combined pressure-programmable valve implantation and endoscopic third ventriculostomy	Pediatric neurosurgery	2000	14	11025421	10.1159/000028973		https://pubmed.ncbi.nlm.nih.gov/11025421/		metadata_only
treatment_techniques	case_series_or_cohort	unspecified	trauma;intraventricular_hemorrhage	titrated_evd	no	Gu JC, Wu H, Chen XZ, Feng JF, Gao GY, Jiang JY, Mao Q.	Intracranial Pressure during External Ventricular Drainage Weaning Is an Outcome Predictor of Traumatic Brain Injury	BioMed research international	2020	4	32695822	10.1155/2020/8379134	PMC7368209	https://pmc.ncbi.nlm.nih.gov/articles/PMC7368209/	fulltext/gu_2020_pmid32695822.xml	oa_xml
treatment_techniques	case_series_or_cohort	unspecified	shunt_dependent_prior	shunt_or_valve;icp_monitoring	no	Lemcke J, Meier U, Müller C, Fritsch M, Kiefer M, Eymann R, Kehler U, Langer N, Schuhmann MU, Speil A, Weber F, Remenez V, Rohde V, Ludwig HC, Stengel D.	On the method of a randomised comparison of programmable valves with and without gravitational units: the SVASONA study	Acta neurochirurgica. Supplement	2012	9	22327702	10.1007/978-3-7091-0956-4_48		https://pubmed.ncbi.nlm.nih.gov/22327702/		metadata_only
treatment_techniques	case_series_or_cohort	pediatric	skull_base_csf_leak;infection_inflammatory;shunt_dependent_prior	shunt_or_valve	no	Korinth MC, Weinzierl MR, Gilsbach JM.	Experience with a new concept to lower non-infectious complications in infants with programmable shunts	European journal of pediatric surgery : official journal of Austrian Association of Pediatric Surgery ... [et al] = Zeitschrift fur Kinderchirurgie	2003	8	12776237	10.1055/s-2003-39585		https://pubmed.ncbi.nlm.nih.gov/12776237/		metadata_only
treatment_techniques	clinical_or_mechanistic_study	unspecified		shunt_or_valve	no	Portnoy HD, Tripp L, Croissant PD.	Hydrodynamics of shunt valves	Child's brain	1976	13	991667	10.1159/000119621		https://pubmed.ncbi.nlm.nih.gov/991667/		metadata_only
treatment_techniques	case_series_or_cohort	unspecified	sah_aneurysm;infection_inflammatory;intraventricular_hemorrhage;shunt_dependent_prior	titrated_evd;shunt_or_valve	no	Garrido E, Lozouet M, Gilard V, Garel P, Glenisson J, Burel J, Derrey S.	Permanent ventricular shunt and risk of meningitis: Challenges in weaning from external ventricular drain	Neuro-Chirurgie	2026	1	41289673	10.1016/j.neuchi.2025.101748		https://pubmed.ncbi.nlm.nih.gov/41289673/		metadata_only
etiology_settings	case_series_or_cohort	unspecified	sah_aneurysm;craniectomy_skin_flap;infection_inflammatory;trauma	shunt_or_valve	yes	Svedung Wettervik T, Lewén A, Enblad P.	Post-traumatic hydrocephalus - incidence, risk factors, treatment, and clinical outcome	British journal of neurosurgery	2022	20	34414834	10.1080/02688697.2021.1967289		https://pubmed.ncbi.nlm.nih.gov/34414834/		metadata_only
etiology_settings	case_series_or_cohort	unspecified	craniectomy_skin_flap;shunt_dependent_prior	shunt_or_valve	yes	Zheng RZ, Xu Z, Wang Z, Qi ZX, Hu J, Mao Y, Wu XH.	Clinical Characteristics of and Treatment Strategy for Hydrocephalus in Patients With Severe Disorders of Consciousness	Journal of neurotrauma	2023	3	36994490	10.1089/neu.2022.0337		https://pubmed.ncbi.nlm.nih.gov/36994490/		metadata_only
etiology_settings	case_series	pediatric	craniectomy_skin_flap;infection_inflammatory	shunt_or_valve	no	Walsh JW, James HE.	Subtemporal craniectomy and elevation of shunt valve opening pressure in the management of small ventricle-induced cerebrospinal fluid shunt dysfunction	Neurosurgery	1982	26	7110543	10.1227/00006123-198206010-00004		https://pubmed.ncbi.nlm.nih.gov/7110543/		metadata_only
etiology_settings	case_series_or_cohort	pediatric	skull_base_csf_leak;shunt_dependent_prior	titrated_evd;shunt_or_valve	no	Udayakumaran S, Rathod CT.	Tailored Strategies to Manage Cerebrospinal Fluid Leaks or Pseudomeningocele After Surgery for Tethered Cord Syndrome	World neurosurgery	2018	12	29605699	10.1016/j.wneu.2018.03.144		https://pubmed.ncbi.nlm.nih.gov/29605699/		metadata_only
etiology_settings	review	unspecified	skull_base_csf_leak;craniectomy_skin_flap;infection_inflammatory;trauma;intraventricular_hemorrhage		no	Ding J, Guo Y, Tian H.	The influence of decompressive craniectomy on the development of hydrocephalus: a review	Arquivos de neuro-psiquiatria	2014	43	25252237	10.1590/0004-282x20140106		https://pubmed.ncbi.nlm.nih.gov/25252237/		metadata_only
etiology_settings	case_series_or_cohort	unspecified	skull_base_csf_leak;lumbar_puncture_or_drain	shunt_or_valve	no	Smith GA, Strohl MP, Manjila S, Miller JP.	Incidence, Management, and Outcome of Symptomatic Postoperative Posterior Fossa Pseudomeningocele: A Retrospective Single-Institution Experience	Operative neurosurgery (Hagerstown, Md.)	2016	11	29506116	10.1227/neu.0000000000001329		https://pubmed.ncbi.nlm.nih.gov/29506116/		metadata_only
etiology_settings	case_series_or_cohort	unspecified	craniectomy_skin_flap;shunt_dependent_prior	titrated_evd;shunt_or_valve	no	Kutty RK, Sreemathyamma SB, Sivanandapanicker J, Asher P, Prabhakar RB, Peethambaran A, Libu GK.	The Conundrum of Ventricular Dilatations Following Decompressive Craniectomy: Is Ventriculoperitoneal Shunt, The Only Panacea?	Journal of neurosciences in rural practice	2018	8	29725175	10.4103/jnrp.jnrp_395_17	PMC5912030	https://pmc.ncbi.nlm.nih.gov/articles/PMC5912030/	fulltext/kutty_2018_pmid29725175.xml	oa_xml
etiology_settings	case_series_or_cohort	unspecified	tumor_posterior_fossa;lumbar_puncture_or_drain;shunt_dependent_prior	shunt_or_valve	no	Chang KW, Jeon WJ, Lee WJ, Chong K, Lee SH, Choi JW, Kong DS, Seol HJ, Nam DH, Lee JI.	Lumbar-ventricular cerebrospinal fluid pressure discrepancy in leptomeningeal metastasis associated intracranial hypertension	Fluids and barriers of the CNS	2026	0	42218510	10.1186/s12987-026-00815-4	PMC13440095	https://pmc.ncbi.nlm.nih.gov/articles/PMC13440095/	fulltext/chang_2026_pmid42218510.xml	oa_xml
etiology_settings	case_report	unspecified	craniectomy_skin_flap	subzero_evd	no	Bhatjiwale MM, Mariswamappa K, Chandrachari KP, Bhatjiwale M, Joshi T, Hegde T, Kulkarni AV.	Malignant bihemispheric cerebral edema after cranioplasty - An extension of the Monro-Kellie doctrine and predictive factors	Surgical neurology international	2023	3	37680924	10.25259/sni_391_2023	PMC10481858	https://pmc.ncbi.nlm.nih.gov/articles/PMC10481858/	fulltext/bhatjiwale_2023_pmid37680924.xml	oa_xml
etiology_settings	case_series_or_cohort	unspecified	lumbar_puncture_or_drain;craniectomy_skin_flap;trauma	icp_monitoring	no	Joshua SP, Agrawal D, Sharma BS, Mahapatra AK.	Papilloedema as a non-invasive marker for raised intra-cranial pressure following decompressive craniectomy for severe head injury	Clinical neurology and neurosurgery	2011	6	21676532	10.1016/j.clineuro.2011.05.012		https://pubmed.ncbi.nlm.nih.gov/21676532/		metadata_only
etiology_settings	case_series_or_cohort	unspecified	craniectomy_skin_flap;shunt_dependent_prior	shunt_or_valve	no	Wan Y, Fei X, Shi L, Jiang D, Chen H, Wang Z, Zeng Y.	Methods of intra-operative treatment of cranioplasty in patients with abnormal bone window flap pressure after decompressive craniectomy	Clinical neurology and neurosurgery	2016	4	26971294	10.1016/j.clineuro.2016.03.001		https://pubmed.ncbi.nlm.nih.gov/26971294/		metadata_only
etiology_settings	case_report	adult	skull_base_csf_leak	shunt_or_valve	no	Bakhsh A, Elmolla M, Buxton N, Brodbelt A.	Chronic CSF leak from lumbar-peritoneal shunt tract: A case report	Surgical neurology international	2022	2	35673636	10.25259/sni_1084_2021	PMC9168392	https://pmc.ncbi.nlm.nih.gov/articles/PMC9168392/	fulltext/bakhsh_2022_pmid35673636.xml	oa_xml
etiology_settings	case_series_or_cohort	unspecified	skull_base_csf_leak;lumbar_puncture_or_drain;shunt_dependent_prior	titrated_evd;etv;shunt_or_valve	no	Kumar S, Rode VV, Sahana D, Ranjan RK, Rathore L, Chandrakar N, Jain A, Tawari M, Sahu RK.	Extra-Axial Endoscopic Third Ventriculostomy (EAETV) - A Novel Remedy to Contain Persistent Cerebrospinal Fluid Leak After Infratentorial Neurosurgery	Neurology India	2025	0	41215506	10.4103/neurol-india.neurol-india-d-24-00885		https://pubmed.ncbi.nlm.nih.gov/41215506/		metadata_only
etiology_settings	case_report	unspecified	lumbar_puncture_or_drain;infection_inflammatory		no	Ben-Nakhi A, Muttikkal TJ, Ashebu SD, Keluth Chavan VN.	Bilateral subdural hemorrhage following lumbar puncture in a case of suspected meningitis. A case report	The neuroradiology journal	2008	2	24256823	10.1177/197140090802100204		https://pubmed.ncbi.nlm.nih.gov/24256823/		metadata_only
adjacent_differentials	case_series	unspecified	sah_aneurysm;lumbar_puncture_or_drain	titrated_evd;shunt_or_valve	no	Staykov D, Speck V, Volbers B, Wagner I, Saake M, Doerfler A, Schwab S, Bardutzky J.	Early recognition of lumbar overdrainage by lumboventricular pressure gradient	Neurosurgery	2011	22	21273925	10.1227/neu.0b013e31820c0274		https://pubmed.ncbi.nlm.nih.gov/21273925/		metadata_only
adjacent_differentials	case_series	unspecified	tumor_posterior_fossa;shunt_dependent_prior	shunt_or_valve	no	Bateman GA.	Hypertensive slit ventricle syndrome: pseudotumor cerebri with a malfunctioning shunt?	Journal of neurosurgery	2013	20	23991845	10.3171/2013.7.jns13390		https://pubmed.ncbi.nlm.nih.gov/23991845/		metadata_only
adjacent_differentials	case_series_or_cohort	mixed	shunt_dependent_prior	subzero_evd;shunt_or_valve	no	Eide PK, Sroka M, Wozniak A, Sæhle T.	Morphological characterization of cardiac induced intracranial pressure (ICP) waves in patients with overdrainage of cerebrospinal fluid and negative ICP	Medical engineering & physics	2012	11	22153319	10.1016/j.medengphy.2011.11.011		https://pubmed.ncbi.nlm.nih.gov/22153319/		metadata_only
adjacent_differentials	case_series_or_cohort	unspecified	aqueductal_obstructive		no	Bateman GA.	The pathophysiology of idiopathic normal pressure hydrocephalus: cerebral ischemia or altered venous hemodynamics?	AJNR. American journal of neuroradiology	2008	115	17925373	10.3174/ajnr.a0739	PMC8119093	https://pmc.ncbi.nlm.nih.gov/articles/PMC8119093/		oa_unavailable
adjacent_differentials	experimental	mixed	aqueductal_obstructive	titrated_evd;etv;shunt_or_valve	no	Oi S, Di Rocco C.	"Proposal of ""evolution theory in cerebrospinal fluid dynamics"" and minor pathway hydrocephalus in developing immature brain"	Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery	2006	137	16685545	10.1007/s00381-005-0020-4		https://pubmed.ncbi.nlm.nih.gov/16685545/		metadata_only
adjacent_differentials	case_series_or_cohort	unspecified	skull_base_csf_leak;lumbar_puncture_or_drain	shunt_or_valve	no	Atkinson JL, Weinshenker BG, Miller GM, Piepgras DG, Mokri B.	Acquired Chiari I malformation secondary to spontaneous spinal cerebrospinal fluid leakage and chronic intracranial hypotension syndrome in seven cases	Journal of neurosurgery	1998	106	9452230	10.3171/jns.1998.88.2.0237		https://pubmed.ncbi.nlm.nih.gov/9452230/		metadata_only
adjacent_differentials	case_series_or_cohort	unspecified		titrated_evd;etv;shunt_or_valve;icp_monitoring	no	Baskin JJ, Manwaring KH, Rekate HL.	Ventricular shunt removal: the ultimate treatment of the slit ventricle syndrome	Journal of neurosurgery	1998	94	9488301	10.3171/jns.1998.88.3.0478		https://pubmed.ncbi.nlm.nih.gov/9488301/		metadata_only
adjacent_differentials	clinical_or_mechanistic_study	pediatric	infection_inflammatory	shunt_or_valve	no	Faulhauer K, Schmitz P.	Overdrainage phenomena in shunt treated hydrocephalus	Acta neurochirurgica	1978	113	742440	10.1007/bf01774384		https://pubmed.ncbi.nlm.nih.gov/742440/		metadata_only
adjacent_differentials	review	unspecified	tumor_posterior_fossa;shunt_dependent_prior	titrated_evd;etv;shunt_or_valve	no	Rekate HL.	Shunt-related headaches: the slit ventricle syndromes	Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery	2008	75	18259760	10.1007/s00381-008-0579-7		https://pubmed.ncbi.nlm.nih.gov/18259760/		metadata_only
adjacent_differentials	clinical_or_mechanistic_study	mixed		shunt_or_valve	no	Aschoff A, Kremer P, Benesch C, Fruh K, Klank A, Kunze S.	Overdrainage and shunt technology. A critical comparison of programmable, hydrostatic and variable-resistance valves and flow-reducing devices	Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery	1995	91	7621479	10.1007/bf00277653		https://pubmed.ncbi.nlm.nih.gov/7621479/		metadata_only
adjacent_differentials	case_series_or_cohort	unspecified	lumbar_puncture_or_drain;aqueductal_obstructive	shunt_or_valve	no	Khan QU, Wharen RE, Grewal SS, Thomas CS, Deen HG, Reimer R, Van Gerpen JA, Crook JE, Graff-Radford NR.	Overdrainage shunt complications in idiopathic normal-pressure hydrocephalus and lumbar puncture opening pressure	Journal of neurosurgery	2013	48	23930853	10.3171/2013.7.jns13484		https://pubmed.ncbi.nlm.nih.gov/23930853/		metadata_only
adjacent_differentials	case_series	pediatric	shunt_dependent_prior	shunt_or_valve	no	Oi S, Matsumoto S.	Infantile hydrocephalus and the slit ventricle syndrome in early infancy	Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery	1987	59	3652064	10.1007/bf00717890		https://pubmed.ncbi.nlm.nih.gov/3652064/		metadata_only
adjacent_differentials	case_series_or_cohort	pediatric		positioning;shunt_or_valve	no	Gruber R, Jenny P, Herzog B.	Experiences with the anti-siphon device (ASD) in shunt therapy of pediatric hydrocephalus	Journal of neurosurgery	1984	62	6726390	10.3171/jns.1984.61.1.0156		https://pubmed.ncbi.nlm.nih.gov/6726390/		metadata_only
adjacent_differentials	case_report	adult	skull_base_csf_leak	titrated_evd;csf_leak_repair	no	Binder DK, Dillon WP, Fishman RA, Schmidt MH.	Intrathecal saline infusion in the treatment of obtundation associated with spontaneous intracranial hypotension: technical case report	Neurosurgery	2002	73	12188967	10.1227/00006123-200209000-00045		https://pubmed.ncbi.nlm.nih.gov/12188967/		metadata_only
adjacent_differentials	review	unspecified	sah_aneurysm;intraventricular_hemorrhage	titrated_evd;etv;shunt_or_valve	no	Kuo LT, Huang AP.	The Pathogenesis of Hydrocephalus Following Aneurysmal Subarachnoid Hemorrhage	International journal of molecular sciences	2021	56	34068783	10.3390/ijms22095050	PMC8126203	https://pmc.ncbi.nlm.nih.gov/articles/PMC8126203/	fulltext/kuo_2021_pmid34068783.xml	oa_xml
adjacent_differentials	case_series	unspecified	sah_aneurysm;tumor_posterior_fossa;skull_base_csf_leak;lumbar_puncture_or_drain	csf_leak_repair	no	Samadani U, Huang JH, Baranov D, Zager EL, Grady MS.	Intracranial hypotension after intraoperative lumbar cerebrospinal fluid drainage	Neurosurgery	2003	45	12493112	10.1097/00006123-200301000-00019		https://pubmed.ncbi.nlm.nih.gov/12493112/		metadata_only
adjacent_differentials	systematic_review	mixed	shunt_dependent_prior	shunt_or_valve	no	Pedersen SH, Prein TH, Ammar A, Grotenhuis A, Hamilton MG, Hansen TS, Kehler U, Rekate H, Thomale UW, Juhler M.	How to define CSF overdrainage: a systematic literature review	Acta neurochirurgica	2023	12	36639536	10.1007/s00701-022-05469-3		https://pubmed.ncbi.nlm.nih.gov/36639536/		metadata_only
adjacent_differentials	review	unspecified	sah_aneurysm	shunt_or_valve	no	Chen S, Luo J, Reis C, Manaenko A, Zhang J.	Hydrocephalus after Subarachnoid Hemorrhage: Pathophysiology, Diagnosis, and Treatment	BioMed research international	2017	101	28373987	10.1155/2017/8584753	PMC5360938	https://pmc.ncbi.nlm.nih.gov/articles/PMC5360938/	fulltext/chen_2017_pmid28373987.xml	oa_xml
adjacent_differentials	experimental	unspecified	shunt_dependent_prior	shunt_or_valve	no	Czosnyka Z, Czosnyka M, Richards HK, Pickard JD.	Posture-related overdrainage: comparison of the performance of 10 hydrocephalus shunts in vitro	Neurosurgery	1998	56	9482183	10.1097/00006123-199802000-00069		https://pubmed.ncbi.nlm.nih.gov/9482183/		metadata_only
adjacent_differentials	case_series_or_cohort	pediatric	shunt_dependent_prior	shunt_or_valve	no	Serlo W, Heikkinen E, Saukkonen AL, von Wendt L.	Classification and management of the slit ventricle syndrome	Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery	1985	47	4064018	10.1007/bf00270761		https://pubmed.ncbi.nlm.nih.gov/4064018/		metadata_only
adjacent_differentials	case_series_or_cohort	pediatric	infection_inflammatory;shunt_dependent_prior	shunt_or_valve	no	Clark S, Sangra M, Hayhurst C, Kandasamy J, Jenkinson M, Lee M, Mallucci C.	The use of noninvasive electromagnetic neuronavigation for slit ventricle syndrome and complex hydrocephalus in a pediatric population	Journal of neurosurgery. Pediatrics	2008	36	19035692	10.3171/ped.2008.2.12.430		https://pubmed.ncbi.nlm.nih.gov/19035692/		metadata_only
adjacent_differentials	case_series_or_cohort	pediatric		shunt_or_valve	no	Serlo W, Saukkonen AL, Heikkinen E, von Wendt L.	The incidence and management of the slit ventricle syndrome	Acta neurochirurgica	1989	43	2773680	10.1007/bf01402318		https://pubmed.ncbi.nlm.nih.gov/2773680/		metadata_only
adjacent_differentials	case_series_or_cohort	pediatric		positioning;shunt_or_valve	no	Gruber RW, Roehrig B.	Prevention of ventricular catheter obstruction and slit ventricle syndrome by the prophylactic use of the Integra antisiphon device in shunt therapy for pediatric hypertensive hydrocephalus: a 25-year follow-up study	Journal of neurosurgery. Pediatrics	2010	31	20043731	10.3171/2008.7.17690		https://pubmed.ncbi.nlm.nih.gov/20043731/		metadata_only
adjacent_differentials	case_report	unspecified	skull_base_csf_leak	shunt_or_valve	no	Mokri B, Atkinson JL, Piepgras DG.	Absent headache despite CSF volume depletion (intracranial hypotension)	Neurology	2000	51	11113229	10.1212/wnl.55.11.1722		https://pubmed.ncbi.nlm.nih.gov/11113229/		metadata_only
adjacent_differentials	case_series_or_cohort	adult	infection_inflammatory;shunt_dependent_prior	shunt_or_valve	no	Desai VR, Sadrameli SS, Jenson AV, Asante SK, Daniels B, Trask TW, Britz G.	Ventriculoperitoneal shunt complications in an adult population: A comparison of various shunt designs to prevent overdrainage	Surgical neurology international	2020	31	33033631	10.25259/sni_38_2020	PMC7538957	https://pmc.ncbi.nlm.nih.gov/articles/PMC7538957/	fulltext/desai_2020_pmid33033631.xml	oa_xml
adjacent_differentials	review	pediatric	shunt_dependent_prior	shunt_or_valve	no	Browd SR, Gottfried ON, Ragel BT, Kestle JR.	Failure of cerebrospinal fluid shunts: part II: overdrainage, loculation, and abdominal complications	Pediatric neurology	2006	115	16504785	10.1016/j.pediatrneurol.2005.05.021		https://pubmed.ncbi.nlm.nih.gov/16504785/		metadata_only
adjacent_differentials	case_report	pediatric		shunt_or_valve	no	Albright AL, Tyler-Kabara E.	Slit-ventricle syndrome secondary to shunt-induced suture ossification	Neurosurgery	2001	45	11322436	10.1097/00006123-200104000-00013		https://pubmed.ncbi.nlm.nih.gov/11322436/		metadata_only
adjacent_differentials	case_series_or_cohort	adult		shunt_or_valve	no	Freimann FB, Sprung C.	Shunting with gravitational valves--can adjustments end the era of revisions for overdrainage-related events?: clinical article	Journal of neurosurgery	2012	26	22998061	10.3171/2012.8.jns1233		https://pubmed.ncbi.nlm.nih.gov/22998061/		metadata_only
adjacent_differentials	case_series_or_cohort	unspecified		titrated_evd;etv;shunt_or_valve	no	Chernov MF, Kamikawa S, Yamane F, Ishihara S, Hori T.	Neurofiberscope-guided management of slit-ventricle syndrome due to shunt placement	Journal of neurosurgery	2005	29	15881749	10.3171/ped.2005.102.3.0260		https://pubmed.ncbi.nlm.nih.gov/15881749/		metadata_only
adjacent_differentials	case_series_or_cohort	pediatric	infection_inflammatory;shunt_dependent_prior	shunt_or_valve	no	Major O, Fedorcsák I, Sipos L, Hantos P, Kónya E, Dobronyi I, Paraicz E.	Slit-ventricle syndrome in shunt operated children	Acta neurochirurgica	1994	32	7942186	10.1007/bf01808550		https://pubmed.ncbi.nlm.nih.gov/7942186/		metadata_only
historical_lph_as_nph	clinical_or_mechanistic_study	unspecified			yes	Greitz TV, Grepe AO, Kalmér MS, Lopez J.	Pre- and postoperative evaluation of cerebral blood flow in low-pressure hydrocephalus	Journal of neurosurgery	1969	74	5359210	10.3171/jns.1969.31.6.0644		https://pubmed.ncbi.nlm.nih.gov/5359210/		metadata_only
historical_lph_as_nph	clinical_or_mechanistic_study	unspecified			yes	Symon L, Dorsch NW, Stephens RJ.	Pressure waves in so-called low-pressure hydrocephalus	Lancet (London, England)	1972	58	4117815	10.1016/s0140-6736(72)92658-x		https://pubmed.ncbi.nlm.nih.gov/4117815/		metadata_only
