category	authors	title	venue	year	pmid	pmcid	doi	url	local_fulltext	notes
F_prophylaxis_ITI_regimens	De Groot AS et al.	HLA- and genotype-based risk assessment model to identify infantile onset pompe disease patients at high-risk of developing significant anti-drug antibodies (ADA).	Clin Immunol	2019	30711607	PMC6554735	10.1016/j.clim.2019.01.009	https://doi.org/10.1016/j.clim.2019.01.009	fulltext/de_2019_pmid30711607.xml	2019 Clin Immunol: HLA/genotype-based risk model to identify patients at high risk of significant ADA - risk-stratified prophylaxis, transferable idea for CAR-T
F_prophylaxis_ITI_regimens	Poelman E et al.	High Sustained Antibody Titers in Patients with Classic Infantile Pompe Disease Following Immunomodulation at Start of Enzyme Replacement Therapy.	J Pediatr	2018	29428273		10.1016/j.jpeds.2017.11.046	https://doi.org/10.1016/j.jpeds.2017.11.046	not_open_access	2018 J Pediatr: high sustained titres DESPITE immunomodulation at ERT start - failure modes of prophylaxis
F_prophylaxis_ITI_regimens	Hassan S et al.	Preventing or Eradicating Factor VIII Antibody Formation in Patients with Hemophilia A: What Can We Learn from Other Disorders?	Semin Thromb Hemost	2018	30045390		10.1055/s-0038-1666823	https://doi.org/10.1055/s-0038-1666823	fulltext/hassan_2018_pmid30045390.pdf	2018 Semin Thromb Hemost: preventing or eradicating FVIII antibody formation - what can we learn from other disorders (explicit cross-disease transfer of ITI logic)
F_prophylaxis_ITI_regimens	Kazi ZB et al.	Sustained immune tolerance induction in enzyme replacement therapy-treated CRIM-negative patients with infantile Pompe disease.	JCI Insight	2017	28814660	PMC5621909	10.1172/jci.insight.94328	https://doi.org/10.1172/jci.insight.94328	fulltext/kazi_2017_pmid28814660.pdf	Kazi 2017 JCI Insight: sustained immune tolerance in ERT-treated CRIM-negative Pompe patients with prophylactic rituximab/MTX/IVIG
F_prophylaxis_ITI_regimens	Rairikar M et al.	High dose IVIG successfully reduces high rhGAA IgG antibody titers in a CRIM-negative infantile Pompe disease patient.	Mol Genet Metab	2017	28648664	PMC5612830	10.1016/j.ymgme.2017.05.006	https://doi.org/10.1016/j.ymgme.2017.05.006	fulltext/rairikar_2017_pmid28648664.xml	2017: high-dose IVIG reduces high anti-rhGAA IgG titres
F_prophylaxis_ITI_regimens	Biswas M et al.	Combination therapy for inhibitor reversal in haemophilia A using monoclonal anti-CD20 and rapamycin.	Thromb Haemost	2017	27683758	PMC5222884	10.1160/TH16-05-0404	https://doi.org/10.1160/TH16-05-0404	fulltext/biswas_2017_pmid27683758.xml	2017 Thromb Haemost: monoclonal anti-CD20 + rapamycin for inhibitor reversal in haemophilia A (preclinical dosing)
F_prophylaxis_ITI_regimens	Schultz HS et al.	Quantitative analysis of the CD4+ T cell response to therapeutic antibodies in healthy donors using a novel T cell:PBMC assay.	PLoS One	2017	28562666	PMC5451071	10.1371/journal.pone.0178544	https://doi.org/10.1371/journal.pone.0178544	fulltext/schultz_2017_pmid28562666.xml	Quantitative CD4+ T-cell response to therapeutic antibodies (why T-help control, e.g. MTX/sirolimus, is needed alongside B-cell depletion)
F_prophylaxis_ITI_regimens	Kazi ZB et al.	Durable and sustained immune tolerance to ERT in Pompe disease with entrenched immune responses.	JCI Insight	2016	27493997	PMC4970756	10.1172/jci.insight.86821	https://doi.org/10.1172/jci.insight.86821	fulltext/kazi_2016_pmid27493997.pdf	2016 JCI Insight: durable tolerance in patients with entrenched immune responses (rescue regimens incl. bortezomib)
F_prophylaxis_ITI_regimens	Stenger EO et al.	Immune Tolerance Strategies in Siblings with Infantile Pompe Disease-Advantages for a Preemptive Approach to High-Sustained Antibody Titers.	Mol Genet Metab Rep	2015	26167453	PMC4497810	10.1016/j.ymgmr.2015.05.004	https://doi.org/10.1016/j.ymgmr.2015.05.004	fulltext/stenger_2015_pmid26167453.xml	2015: pre-emptive vs reactive ITI in siblings with infantile Pompe - timing matters
F_prophylaxis_ITI_regimens	Debiec H et al.	Allo-immune membranous nephropathy and recombinant aryl sulfatase replacement therapy: a need for tolerance induction therapy.	J Am Soc Nephrol	2014	24262793	PMC3968491	10.1681/ASN.2013030290	https://doi.org/10.1681/ASN.2013030290	not_open_access	2014 JASN: allo-immune membranous nephropathy from ERT - the harm caused by ADA and the tolerance-induction response
F_prophylaxis_ITI_regimens	Leissinger C et al.	Rituximab for treatment of inhibitors in haemophilia A. A Phase II study.	Thromb Haemost	2014	24919980	PMC5726888	10.1160/TH14-01-0078	https://doi.org/10.1160/TH14-01-0078	fulltext/leissinger_2014_pmid24919980.xml	2014 Thromb Haemost: rituximab phase II study for haemophilia A inhibitors - clinical dosing and response rate
F_prophylaxis_ITI_regimens	Banugaria SG et al.	Algorithm for the early diagnosis and treatment of patients with cross reactive immunologic material-negative classic infantile pompe disease: a step towards improving the efficacy of ERT.	PLoS One	2013	23825616	PMC3692419	10.1371/journal.pone.0067052	https://doi.org/10.1371/journal.pone.0067052	fulltext/banugaria_2013_pmid23825616.xml	2013 PLoS One: algorithm for early diagnosis and PROPHYLACTIC immune tolerance induction in CRIM-negative Pompe
F_prophylaxis_ITI_regimens	Banugaria SG et al.	Bortezomib in the rapid reduction of high sustained antibody titers in disorders treated with therapeutic protein: lessons learned from Pompe disease.	Genet Med	2013	23060045	PMC3744338	10.1038/gim.2012.110	https://doi.org/10.1038/gim.2012.110	fulltext/banugaria_2013_pmid23060045.xml	2013 Genet Med: bortezomib rapidly reduces high sustained antibody titres - plasma-cell arm for established ADA
F_prophylaxis_ITI_regimens	Messinger YH et al.	Successful immune tolerance induction to enzyme replacement therapy in CRIM-negative infantile Pompe disease.	Genet Med	2012	22237443	PMC3711224	10.1038/gim.2011.4	https://doi.org/10.1038/gim.2011.4	fulltext/messinger_2012_pmid22237443.xml	Messinger 2012 Genet Med: successful ITI to ERT in CRIM-negative infantile Pompe using rituximab + methotrexate + IVIG - the canonical prophylactic regimen with explicit doses/timing
F_prophylaxis_ITI_regimens	Meslier Y et al.	Bortezomib delays the onset of factor VIII inhibitors in experimental hemophilia A, but fails to eliminate established anti-factor VIII IgG-producing cells.	J Thromb Haemost	2011	21251202		10.1111/j.1538-7836.2011.04200.x	https://doi.org/10.1111/j.1538-7836.2011.04200.x	not_open_access	2011 JTH: bortezomib DELAYS onset of FVIII inhibitors but fails to eliminate established antibody-producing cells - prophylaxis-vs-rescue asymmetry
F_prophylaxis_ITI_regimens	Barnes C et al.	Induction of immune tolerance using rituximab in a child with severe haemophilia B with inhibitors and anaphylaxis to factor IX.	Haemophilia	2010	20546030		10.1111/j.1365-2516.2007.01446.x	https://doi.org/10.1111/j.1365-2516.2007.01446.x	not_open_access	2010 Haemophilia: rituximab-based tolerance induction in a child with FIX inhibitors and anaphylaxis - the IgE/anaphylaxis parallel to Maus 2013
F_prophylaxis_ITI_regimens	Kessel C et al.	Humoral immune responsiveness to a defined epitope on factor VIII before and after B cell ablation with rituximab.	Mol Immunol	2008	18715645		10.1016/j.molimm.2008.06.015	https://doi.org/10.1016/j.molimm.2008.06.015	not_open_access	2008 Mol Immunol: epitope-level humoral responsiveness before and after B-cell ablation with rituximab
F_prophylaxis_ITI_regimens	Hay C et al.	Current and future approaches to inhibitor management and aversion.	Semin Thromb Hemost	2006	16804831		10.1055/s-2006-946910	https://doi.org/10.1055/s-2006-946910	not_open_access	2006: inhibitor management and 'aversion' (prevention) - historical framing
G_solid_tumour_HAMA_precedent	Eger C et al.	Generation and Characterization of a Human/Mouse Chimeric GD2-Mimicking Anti-Idiotype Antibody Ganglidiximab for Active Immunotherapy against Neuroblastoma.	PLoS One	2016	26967324	PMC4788445	10.1371/journal.pone.0150479	https://doi.org/10.1371/journal.pone.0150479	fulltext/eger_2016_pmid26967324.xml	Ganglidiximab: GD2-mimicking anti-idiotype antibody - what anti-idiotype antibodies do biologically
G_solid_tumour_HAMA_precedent	Kushner BH et al.	Prolonged progression-free survival after consolidating second or later remissions of neuroblastoma with Anti-GD2 immunotherapy and isotretinoin: a prospective Phase II study.	Oncoimmunology	2015	26140243	PMC4485744	10.1080/2162402X.2015.1016704	https://doi.org/10.1080/2162402X.2015.1016704	not_open_access	2015 Oncoimmunology: anti-GD2 (3F8) + isotretinoin consolidation in neuroblastoma - HAMA incidence and management in a repeat-dosing solid-tumour programme
G_solid_tumour_HAMA_precedent	Kushner BH et al.	High-dose cyclophosphamide inhibition of humoral immune response to murine monoclonal antibody 3F8 in neuroblastoma patients: broad implications for immunotherapy.	Pediatr Blood Cancer	2007	16421906		10.1002/pbc.20765	https://doi.org/10.1002/pbc.20765	not_open_access	Kushner 2007 Pediatr Blood Cancer: HIGH-DOSE CYCLOPHOSPHAMIDE inhibits the humoral (HAMA) response to murine 3F8 in neuroblastoma patients - explicitly framed as broadly applicable to immunotherapy; the best solid-tumour precedent for pharmacologic ADA prophylaxis
G_solid_tumour_HAMA_precedent	Gonzales NR et al.	Minimizing immunogenicity of the SDR-grafted humanized antibody CC49 by genetic manipulation of the framework residues.	Mol Immunol	2003	14522015		10.1016/s0161-5890(03)00166-4	https://doi.org/10.1016/s0161-5890(03)00166-4	not_open_access	Minimising immunogenicity of humanised CC49 by framework engineering (de-immunisation alternative)
G_solid_tumour_HAMA_precedent	Richman CM et al.	Dosimetry-based therapy in metastatic breast cancer patients using 90Y monoclonal antibody 170H.82 with autologous stem cell support and cyclosporin A.	Clin Cancer Res	1999	10541370			https://pubmed.ncbi.nlm.nih.gov/10541370/	not_open_access	1999: 90Y-170H.82 dosimetry-based therapy with cyclosporin A and stem cell support
G_solid_tumour_HAMA_precedent	Albertini MR et al.	Systemic interleukin-2 modulates the anti-idiotypic response to chimeric anti-GD2 antibody in patients with melanoma.	J Immunother Emphasis Tumor Immunol	1996	8877722		10.1097/00002371-199607000-00004	https://doi.org/10.1097/00002371-199607000-00004	not_open_access	1996: systemic IL-2 modulates the anti-idiotypic response to chimeric anti-GD2 (ch14.18) - cytokines can worsen ADA
G_solid_tumour_HAMA_precedent	Dhingra K et al.	Phase I clinical and pharmacological study of suppression of human antimouse antibody response to monoclonal antibody L6 by deoxyspergualin.	Cancer Res	1995	7606728			https://pubmed.ncbi.nlm.nih.gov/7606728/	not_open_access	1995 Cancer Res: phase I suppression of HAMA to mAb L6 by deoxyspergualin
G_solid_tumour_HAMA_precedent	Divgi CR et al.	Pilot radioimmunotherapy trial with 131I-labeled murine monoclonal antibody CC49 and deoxyspergualin in metastatic colon carcinoma.	Clin Cancer Res	1995	9815950			https://pubmed.ncbi.nlm.nih.gov/9815950/	not_open_access	1995: 131I-CC49 radioimmunotherapy + deoxyspergualin in colon carcinoma
G_solid_tumour_HAMA_precedent	Kimball JA et al.	The OKT3 Antibody Response Study: a multicentre study of human anti-mouse antibody (HAMA) production following OKT3 use in solid organ transplantation.	Transpl Immunol	1995	8581409		10.1016/0966-3274(95)80027-1	https://doi.org/10.1016/0966-3274(95)80027-1	not_open_access	OKT3 Antibody Response Study: HAMA production after murine mAb in transplantation - incidence baseline
G_solid_tumour_HAMA_precedent	Weiden PL et al.	Human anti-mouse antibody suppression with cyclosporin A.	Cancer	1994	8306252		10.1002/1097-0142(19940201)73:3+<1093::aid-cncr2820731349>3.0.co;2-#	https://doi.org/10.1002/1097-0142(19940201)73:3+<1093::aid-cncr2820731349>3.0.co;2-#	not_open_access	1994 Cancer: human anti-mouse antibody suppression with cyclosporin A
G_solid_tumour_HAMA_precedent	Rettenbacher L et al.	[Anaphylactic shock after repeated injection of 99mTc-labeled CEA antibody].	Nuklearmedizin	1994	8090628			https://pubmed.ncbi.nlm.nih.gov/8090628/	not_open_access	Anaphylactic shock after repeated injection of a 99mTc-CEA antibody - the anaphylaxis risk of redosing a sensitised patient
G_solid_tumour_HAMA_precedent	Hammond EA et al.	Prevention of adverse clinical outcome by monitoring of cardiac transplant patients for murine monoclonal CD3 antibody (OKT3) sensitization.	Transplantation	1993	8497882		10.1097/00007890-199305000-00022	https://doi.org/10.1097/00007890-199305000-00022	not_open_access	Monitoring OKT3 sensitisation to prevent adverse outcome - monitoring-before-redose paradigm
G_solid_tumour_HAMA_precedent	Tjandra JJ et al.	Development of human anti-murine antibody (HAMA) response in patients.	Immunol Cell Biol	1990	1711007		10.1038/icb.1990.50	https://doi.org/10.1038/icb.1990.50	not_open_access	1990: development of HAMA responses in patients - kinetics of primary anti-murine responses (onset ~2 weeks, the window prophylaxis must precede)
G_solid_tumour_HAMA_precedent	Ledermann JA et al.	Repeated antitumour antibody therapy in man with suppression of the host response by cyclosporin A.	Br J Cancer	1988	3265333	PMC2246821	10.1038/bjc.1988.279	https://doi.org/10.1038/bjc.1988.279	fulltext/ledermann_1988_pmid3265333.xml	Ledermann 1988 Br J Cancer: repeated antitumour antibody therapy in man with host response suppressed by cyclosporin A
H_lymphodepletion_context	Christodoulou I et al.	Comparative Analysis of Lymphodepletion Regimens in CART-19 Treatment for Relapsed/Refractory Diffuse Large B Cell Lymphoma.	Transplant Cell Ther	2026	41183747		10.1016/j.jtct.2025.10.032	https://doi.org/10.1016/j.jtct.2025.10.032	not_open_access	2026 TCT: comparative analysis of lymphodepletion regimens (Cy/Flu intensity) - what baseline B-cell depletion the standard regimen already provides
H_lymphodepletion_context	Synnott D et al.	Systematic Review of Immunosuppression After Chimeric Antigen Receptor T-Cell Therapy for Posttransplant Lymphoproliferative Disorder.	Kidney Int Rep	2026	41907816	PMC13019938	10.1016/j.ekir.2026.106367	https://doi.org/10.1016/j.ekir.2026.106367	fulltext/synnott_2026_pmid41907816.xml	2026 Kidney Int Rep: systematic review of immunosuppression AFTER CAR-T (PTLD setting) - safety of concomitant immunosuppression with CAR-T
H_lymphodepletion_context	Ozog S et al.	Influence of B cell-lineage targeted CAR-T cell therapy on humoral immunity and vaccine-induced antibody response.	Nat Commun	2026	41942445	PMC13234265	10.1038/s41467-026-71473-1	https://doi.org/10.1038/s41467-026-71473-1	fulltext/ozog_2026_pmid41942445.xml	2026 Nat Commun: influence of B-cell-lineage-targeted CAR-T on humoral immunity and vaccine responses - what long-term B-cell ablation costs
H_lymphodepletion_context	Roddie C et al.	Matched donor allogeneic CAR-T for adult B-ALL: toxicity, efficacy, repeat dosing, and the importance of lymphodepletion.	Blood	2025	40643148		10.1182/blood.2025028790	https://doi.org/10.1182/blood.2025028790	not_open_access	2025 Blood: matched-donor allogeneic CAR-T for B-ALL - toxicity, efficacy, REPEAT DOSING and the importance of lymphodepletion (repeat-dose immunology; haematologic setting flagged)
H_lymphodepletion_context	Aleissa MM et al.	Severe Acute Respiratory Syndrome Coronavirus 2 Vaccine Immunogenicity among Chimeric Antigen Receptor T Cell Therapy Recipients.	Transplant Cell Ther	2023	36906276	PMC9995387	10.1016/j.jtct.2023.03.005	https://doi.org/10.1016/j.jtct.2023.03.005	fulltext/aleissa_2023_pmid36906276.xml	SARS-CoV-2 vaccine immunogenicity in CAR-T recipients - infection/vaccine consequences of B-cell depletion
H_lymphodepletion_context	Iqbal M et al.	Impact of Rituximab and Corticosteroids on Late Cytopenias Post-Chimeric Antigen Receptor T Cell Therapy.	Transplant Cell Ther	2022	35842124		10.1016/j.jtct.2022.07.009	https://doi.org/10.1016/j.jtct.2022.07.009	not_open_access	2022 TCT: impact of rituximab and corticosteroids on late cytopenias post-CAR-T - toxicity data for giving rituximab around CAR-T
H_lymphodepletion_context	Walti CS et al.	Humoral immunogenicity of the seasonal influenza vaccine before and after CAR-T-cell therapy: a prospective observational study.	J Immunother Cancer	2021	34702753	PMC8549667	10.1136/jitc-2021-003428	https://doi.org/10.1136/jitc-2021-003428	fulltext/walti_2021_pmid34702753.xml	Influenza vaccine humoral immunogenicity before/after CAR-T
H_lymphodepletion_context	Graalmann T et al.	B cell depletion impairs vaccination-induced CD8+ T cell responses in a type I interferon-dependent manner.	Ann Rheum Dis	2021	34226189	PMC8600602	10.1136/annrheumdis-2021-220435	https://doi.org/10.1136/annrheumdis-2021-220435	fulltext/graalmann_2021_pmid34226189.xml	B-cell depletion impairs vaccination-induced CD8 T-cell responses (type-I-IFN dependent) - potential downside: could B-cell depletion blunt the CAR-T response itself?
I_confusables_do_not_confuse	Li Y et al.	Rituximab potentially improves clinical outcomes of CAR-T therapy for r/r B-ALL via sensitizing leukemia cells to CAR-T-mediated cytotoxicity and reducing CAR-T exhaustion.	Cell Oncol (Dordr)	2024	38662336	PMC11467070	10.1007/s13402-024-00945-7	https://doi.org/10.1007/s13402-024-00945-7	fulltext/li_2024_pmid38662336.xml	Rituximab 'improves' CAR-T outcomes in r/r B-ALL by sensitising leukaemia cells - a B-cell-malignancy-specific mechanism, NOT ADA prophylaxis
I_confusables_do_not_confuse	Xiong X et al.	Functional Validation of the RQR8 Suicide /Marker Gene in CD19 CAR-T Cells and CLL1CAR-T Cells.	Ann Hematol	2023	37086278	7433347	10.1007/s00277-023-05227-0	https://doi.org/10.1007/s00277-023-05227-0	fulltext/xiong_2023_pmid37086278.xml	Functional validation of RQR8 suicide/marker gene in CAR-T
I_confusables_do_not_confuse	Mosti L et al.	Targeted multi-epitope switching enables straightforward positive/negative selection of CAR T cells.	Gene Ther	2021	33526841	PMC8455323	10.1038/s41434-021-00220-6	https://doi.org/10.1038/s41434-021-00220-6	fulltext/mosti_2021_pmid33526841.xml	Targeted multi-epitope switching for positive/negative selection of CAR-T (CD20 epitope)
I_confusables_do_not_confuse	Sang W et al.	Phase II trial of co-administration of CD19- and CD20-targeted chimeric antigen receptor T cells for relapsed and refractory diffuse large B cell lymphoma.	Cancer Med	2020	32608579	PMC7433814	10.1002/cam4.3259	https://doi.org/10.1002/cam4.3259	fulltext/sang_2020_pmid32608579.xml	CD19+CD20 dual-targeted CAR-T for DLBCL - lymphoma target biology, not immunogenicity
I_confusables_do_not_confuse	Viaud S et al.	Switchable control over in vivo CAR T expansion, B cell depletion, and induction of memory.	Proc Natl Acad Sci U S A	2018	30373813	PMC6243241	10.1073/pnas.1810060115	https://doi.org/10.1073/pnas.1810060115	fulltext/viaud_2018_pmid30373813.xml	Switchable control over in vivo CAR-T expansion and B-cell depletion - antibody-switch pharmacology, not ADA prophylaxis
I_confusables_do_not_confuse	Philip B et al.	A highly compact epitope-based marker/suicide gene for easier and safer T-cell therapy.	Blood	2014	24970931		10.1182/blood-2014-01-545020	https://doi.org/10.1182/blood-2014-01-545020	not_open_access	Philip 2014 Blood: RQR8 compact marker/suicide gene - here rituximab is used to DELETE CAR-T cells (opposite intent)
I_confusables_do_not_confuse	van Loenen MM et al.	Multi-cistronic vector encoding optimized safety switch for adoptive therapy with T-cell receptor-modified T cells.	Gene Ther	2013	23364317		10.1038/gt.2013.4	https://doi.org/10.1038/gt.2013.4	not_open_access	Multi-cistronic vector with optimised safety switch for TCR-modified T cells
I_confusables_do_not_confuse	Griffioen M et al.	Retroviral transfer of human CD20 as a suicide gene for adoptive T-cell therapy.	Haematologica	2009	19734426	PMC2738728	10.3324/haematol.2008.001677	https://doi.org/10.3324/haematol.2008.001677	fulltext/griffioen_2009_pmid19734426.pdf	CD20 as a suicide gene for adoptive T-cell therapy - rituximab as kill switch
