category	authors	title	venue	year	pmid	doi	pmcid	url	local_fulltext	supp_pdf	topics	status
BCMA	Bar N, Martin T, Hofmeister CC, Mateos MV, Hansson M, Paris L, Namburi S, Ribas P, Santoro A, Rodriguez-Otero P, Creignou M, Chen J, Cao C, Kiesel B, Gaudy A, Thompson EG, Shen Y, Zarif S, Hsu K, Shelat SG, Burgess MR, Godwin C, Costa LJ.	Alnuctamab, a bivalent B-cell maturation antigen-targeting T cell engager for patients with relapsed or refractory multiple myeloma: results from a phase 1, first-in-human study	Leukemia	2026	41501501	10.1038/s41375-025-02841-x	PMC12960249	https://pmc.ncbi.nlm.nih.gov/articles/PMC12960249/	fulltext/bar_2026_pmid41501501.xml		geo:Europe|US;recent	OA_available
BCMA	Wang YC, Li PH, Lin CH, Su YC, Teng CJ.	Elranatamab Versus Teclistamab in Relapsed and Refractory Multiple Myeloma: A Real-World Propensity Score-Matched Study	Targeted oncology	2026	41843362	10.1007/s11523-026-01209-0	PMC13031192	https://pmc.ncbi.nlm.nih.gov/articles/PMC13031192/	fulltext/wang_2026_pmid41843362.xml		geo:Europe;recent	OA_available
BCMA	Botta C, Colombo GL, Di Matteo S, Martinotti C, Fogliati EL, Bruno GM, Novelli G, Di Virgilio R, Veggia B, Galimberti S.	Cost-Effectiveness of Elranatamab Versus Teclistamab for the Management of Patients with Triple-Class Exposed Relapsed/Refractory Multiple Myeloma in Italy	Cancers	2026	41976293	10.3390/cancers18071070	PMC13071960	https://pmc.ncbi.nlm.nih.gov/articles/PMC13071960/	fulltext/botta_2026_pmid41976293.xml		geo:Europe;recent	OA_available
BCMA	van Nimwegen KJM, Oguz M, Morano R, Diels J.	"Letter to the Editor Regarding: ""Cost-Effectiveness of Elranatamab Versus Current Therapies for the Management of Patients with Triple-Class Exposed, Relapsed and Refractory Multiple Myeloma, Including Other Bispecific and Physician's Choice of Treatment in Spain"""	Oncology and therapy	2026	41758457	10.1007/s40487-026-00420-3	PMC12992832	https://pmc.ncbi.nlm.nih.gov/articles/PMC12992832/	fulltext/van_2026_pmid41758457.xml		geo:Europe;recent	OA_available
BCMA	Portuguese AJ, Inocencio TJ, Quon P, Harnett J, Zhou ZY, Hazra NC, Xu MK, Eales J, Chen H, Little M, Ma Q.	Comparative economic analysis of B-cell maturation antigen-targeted bispecific antibodies in triple-class exposed relapsed/refractory multiple myeloma: linvoseltamab versus teclistamab and elranatamab	Current medical research and opinion	2026	42159492	10.1080/03007995.2026.2665022		https://doi.org/10.1080/03007995.2026.2665022			geo:Europe|US;recent	pmid_only
BCMA	Lozano V, Llinares J, Halavacek P, Ashman O, Carcedo D, Encinas C, Martínez-López J, Martínez-López J.	"A Response to: Letter to the Editor Regarding ""Cost-Effectiveness of Elranatamab Versus Current Therapies for the Management of Patients with Triple-Class Exposed, Relapsed and Refractory Multiple Myeloma, Including Other Bispecific and Physician's Choice of Treatment in Spain"""	Oncology and therapy	2026	41761034	10.1007/s40487-026-00421-2	PMC12992846	https://pmc.ncbi.nlm.nih.gov/articles/PMC12992846/	fulltext/lozano_2026_pmid41761034.xml		geo:Europe|US;recent	OA_available
BCMA	Hameed M, Habib A, Khan A, Laharwal M, Mewawalla P, McKenna M, Tiger Y, Shah M, Shaikh H, Strouse C, Green K, Snyder J, Mahmoudjafari Z, Mushtaq M, Ahmed N, Abdallah A, Atrash S, Paul B, Friend R.	A Real-World Analysis of the Safety and Efficacy of Teclistamab for Patients with Relapsed/Refractory Multiple Myeloma and Baseline Renal Impairment—USMIRC Group	Cancers	2026			PMC12984311	https://pmc.ncbi.nlm.nih.gov/articles/PMC12984311/	fulltext/hameed_2026_pmidPMC12984311.xml		geo:Europe|US;recent	OA_available
BCMA	Lee HC, Plattel WJ, Harrison SJ, Sborov DW, Lentzsch S, Spencer A, Niesvizky R, Trudel S, Mollee P, Vij R, Minnema MC, Rasche L, Upreti VV, Zhou D, Xia Q, Talpes M, Eggert T, Kapoor P, Ailawadhi S.	Phase 1/1b study of BCMA-targeting bispecific T-cell engager pavurutamab in relapsed/refractory multiple myeloma	Blood	2026	41950113	10.1182/blood.2025032044		https://doi.org/10.1182/blood.2025032044			geo:Europe|US;recent	pmid_only
BCMA	Duque-Afonso J, Rummelt C, Förster K, Zeiser R, Mougiakakos D.	BCMA-CD3 T-cell engager as salvage therapy for multirefractory primary immune thrombocytopenia	Lancet (London, England)	2026	41587555	10.1016/s0140-6736(25)02515-2		https://doi.org/10.1016/s0140-6736(25)02515-2			geo:Europe;recent	pmid_only
GPRC5D		Talquetamab for treating relapsed and refractory multiple myeloma after 3 or more treatments	National Institute for Health and Care Excellence (NICE), London	2025	41533831			https://pubmed.ncbi.nlm.nih.gov/41533831/			geo:Europe;recent;review	pmid_only
GPRC5D	Chari A, Shenoy S, Kruyswijk S, Hilder B, O'Rourke L, van de Donk NWCJ.	Managing side effects of talquetamab for relapsed/ refractory multiple myeloma in MonumenTAL- 1: a plain language summary	Future oncology (London, England)	2025	40951933	10.1080/14796694.2025.2555170	PMC12490392	https://pmc.ncbi.nlm.nih.gov/articles/PMC12490392/	fulltext/chari_2025_pmid40951933.xml		geo:Europe|US;recent;review	OA_available
GPRC5D	Alves FA, Perez Perez A, Jaguar GC, Filho JS, Kim MK, Villa A.	On-target, off-tumor oral toxicities of talquetamab in heavily pretreated multiple myeloma	Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer	2026	41860737	10.1007/s00520-026-10583-4	PMC13004741	https://pmc.ncbi.nlm.nih.gov/articles/PMC13004741/	fulltext/alves_2026_pmid41860737.xml		geo:Europe|US;recent;review	OA_available
GPRC5D	Janakiram M, Tan CR, Mian H, Huang CY, Popat R, Martínez-Lopez J, Kastritis E, Chng WJ, Kapoor P, Dave M, Bal S, Garderet L, Corraes AMS, Riedhammer C, Steinbrunn T, Corona M, Nagarajan C, Einsele H, Martin T, Krishnan A, Lin Y.	Real-World Evaluation of Talquetamab for the Treatment of Relapsed/Refractory Multiple Myeloma (RRMM): An International Myeloma Working Group Immunotherapy Registry Real-World Analysis	American journal of hematology	2026	42157444	10.1002/ajh.70376		https://doi.org/10.1002/ajh.70376			geo:Europe|US;recent	pmid_only
GPRC5D	Schinke C, Touzeau C, Oriol A, Mateos MV, Stevens D, Rasche L, Moreau P, San-Miguel J, Rodríguez-Otero P, Kato K, Bathija S, Katz EG, Masterson T, Tomlinson C, Chari A.	A plain language summary describing how talquetamab affects the way people with multiple myeloma feel and function in the MonumenTAL-1 study	Future oncology (London, England)	2026	42299486	10.1080/14796694.2026.2669331		https://doi.org/10.1080/14796694.2026.2669331			geo:Europe|US;recent	pmid_only
GPRC5D	Kim EJ, Saravia SD, Sahni G.	A rare case of fulminant talquetamab-induced myocarditis presenting as a STEMI mimicker	Cardio-oncology (London, England)	2026	42321948	10.1186/s40959-026-00535-6		https://doi.org/10.1186/s40959-026-00535-6			geo:Europe|US;recent	pmid_only
GPRC5D	Fleischer A, Roll M, Panther F, Peter J, Kadel S, Riedhammer C, Strunz PP, Schaefers C, Gesierich A, Mersi J, Waldschmidt J, Gelbrich G, Kortüm KM, Einsele H, Maatouk I, Rasche L.	Supportive care for talquetamab-related dysgeusia in multiple myeloma: mixed-methods evidence, nutrition-focused flowchart, and digital companion concept	Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer	2026	42307796	10.1007/s00520-026-10863-z	PMC13275594	https://pmc.ncbi.nlm.nih.gov/articles/PMC13275594/	fulltext/fleischer_2026_pmid42307796.xml		geo:Europe|US;recent	OA_available
GPRC5D	Mina R, Beksac M, Rodríguez-Otero P, Chen W, Mateos MV, Li J, Moreau P, Cohen YC, Min CK, Jelinek T, Ye JC, Magen H, Rubinstein SM, Fu W, Hungria V, Cengiz Seval G, Farias JS, Radocha J, Maral S, Turgut M, Koh Y, O'Leary D, Schmidt Filho J, Thertulien R, An G, Huang SY, Grosicki S, Tyczyńska A, Banerjee R, Pianko MJ, Martínez-López J, Steckiewicz P, Maruyama D, Fukushima K, Oriol A, Lopez Pardo J, Goldschmidt H, Pawlyn C, Perrot A, Zamagni E, Dimopoulos MA, Rasche L, Tolbert J, Terry W, Courtoux C, Liu X, Vasey SY, Connors K, Festa M, Heuck C, Langlois A, O'Rourke L, Zhou J, Qin X, Lu J, Gong J, Vieyra D, Voorhees PM, MonumenTAL-3 Investigators.	Talquetamab-Daratumumab in Relapsed or Refractory Myeloma	The New England journal of medicine	2026	42294841	10.1056/nejmoa2604657		https://doi.org/10.1056/nejmoa2604657			geo:China|Europe|US;recent	pmid_only
GPRC5D	Ye JC, Biran N, Nair S, Lin X, Qi K, Ammann EM, Renaud T, Lau BW, Zhang J, Parekh T, Gray KS, Zhang X, Costa LJ.	Relative Effectiveness of Talquetamab Versus Real-World Physician's Choice Treatment Regimens in Patients With Relapsed/Refractory Multiple Myeloma: Updated Results From an Indirect Treatment Comparison	Clinical lymphoma, myeloma & leukemia	2026	41565510	10.1016/j.clml.2025.12.009		https://doi.org/10.1016/j.clml.2025.12.009			geo:Europe|US;recent	pmid_only
GPRC5D	Lee HC, Yang C, Liu YH, Mu F, Wang J, Goble J, Patel N, Zhang X, Grajales-Cruz AF, Jiao T.	Costs per responder for patients with relapsed or refractory multiple myeloma treated with Talquetamab compared with usual care	Journal of medical economics	2026	41483183	10.1080/13696998.2025.2604457		https://doi.org/10.1080/13696998.2025.2604457			geo:China|Europe|US;recent	pmid_only
GPRC5D	Ito S, Kuroda Y, Sunami K, Matsue K, Imada K, Tamura H, Fujikawa E, Yamazaki H, Takamoto M, Pei L, Qin X, Masterson TJ, Campagna M, Vreys V, Lau BW, Takamatsu Y.	Talquetamab in Japanese patients with relapsed/refractory multiple myeloma in the MonumenTAL-1 study	International journal of hematology	2026	41405810	10.1007/s12185-025-04134-6	PMC13083461	https://pmc.ncbi.nlm.nih.gov/articles/PMC13083461/	fulltext/ito_2026_pmid41405810.xml		geo:Europe|US;recent	OA_available
GPRC5D	Einsele H, Moreau P, Bahlis N, Bhutani M, Vincent L, Karlin L, Perrot A, Goldschmidt H, van de Donk NWCJ, Ocio EM, Martínez López J, Martínez López J, Rodríguez-Otero P, Dytfeld D, Jakubowiak A, Schinke C, Besemer B, Anguille S, Manier S, Rasche L, Teipel R, Scheid C, Pawlyn C, Cavo M, Diels J, Ghilotti F, Lau BW, Renaud T, Orel O, Ong F, Ramos DF, Ammann E, Parekh T, Albrecht C, Weisel K, Mateos MV.	Comparative Efficacy of Talquetamab vs. Real-World Physician's Choice of Treatment in Triple-Class-Exposed Relapsed/Refractory Multiple Myeloma: Updated Analyses of MonumenTAL-1 vs. LocoMMotion/MoMMent	Advances in therapy	2026	41313549	10.1007/s12325-025-03409-y	PMC12858606	https://pmc.ncbi.nlm.nih.gov/articles/PMC12858606/	fulltext/einsele_2026_pmid41313549.xml		geo:Europe|US;recent	OA_available
GPRC5D	Lee H, Ahn S, Gonzales GA, Leblay N, Barakat E, Greening D, Colarusso P, Canton J, Benaoudia S, Hasheminasabgorji E, Poorebrahim M, Jung D, Truger M, Jeong J, Riedhammer C, Einsele H, Kortüm KM, Eckmann J, Somandin J, Engel SS, Boise LH, Frenking JH, Weinhold N, Taouxi K, Kastritis E, Skerget S, Vishwamitra D, Cho Y, Maura F, Raab MS, Corre J, Rasche L, Avet-Loiseau H, Neri P, Bahlis NJ.	Multimodal antigenic escape to GPRC5D-targeted T cell engagers in multiple myeloma	Nature medicine	2026	41540108	10.1038/s41591-025-04175-8	PMC13004696	https://pmc.ncbi.nlm.nih.gov/articles/PMC13004696/	fulltext/lee_2026_pmid41540108.xml		geo:Europe|US;recent	OA_available
GPRC5D	An G, Jin J, Cai Z, Jing H, Fu C, He P, Xia Z, Liu R, Li L, Gai X, Zhang H, Zhu D, Luo X, Sun B, Xu H, Zhou L, Campagna M, Masterson TJ, Lau BW, Renaud T, Heuck C, Singh I, Vishwamitra D, Qiu L.	Talquetamab, a GPRC5D×CD3 bispecific antibody, in Chinese patients with relapsed/refractory multiple myeloma: efficacy and safety from the phase 1/2 MonumenTAL-1 study	Haematologica	2026	41063704	10.3324/haematol.2025.287334		https://doi.org/10.3324/haematol.2025.287334			geo:China|Europe|US;recent	pmid_only
CD33_FLT3_AML	Boucher JC, Shrestha B, Vishwasrao P, Leick M, Cervantes EV, Ghafoor T, Reid K, Spitler K, Yu B, Betts BC, Guevara-Patino JA, Maus MV, Davila ML.	Bispecific CD33/CD123 targeted chimeric antigen receptor T cells for the treatment of acute myeloid leukemia	Molecular therapy oncolytics	2023	38075241	10.1016/j.omto.2023.100751	PMC10701585	https://pmc.ncbi.nlm.nih.gov/articles/PMC10701585/	fulltext/boucher_2023_pmid38075241.xml		geo:Europe|US;recent	OA_available
CD33_FLT3_AML	Zeng Z, Roobrouck A, Deschamps G, Bonnevaux H, Guerif S, De Brabandere V, Amara C, Dejonckheere E, Virone-Oddos A, Chiron M, Konopleva M, Dullaers M.	Dual-targeting CD33/CD123 NANOBODY T-cell engager with potent anti-AML activity and good safety profile	Blood advances	2024	38266153	10.1182/bloodadvances.2023011858	PMC11063226	https://pmc.ncbi.nlm.nih.gov/articles/PMC11063226/	fulltext/zeng_2024_pmid38266153.xml		geo:Europe|US;recent	OA_available
CD33_FLT3_AML	Wang XY, Bian MR, Lin GQ, Yu L, Zhang YM, Wu DP.	Tandem bispecific CD123/CLL-1 CAR-T cells exhibit specific cytolytic effector functions against human acute myeloid leukaemia	European journal of haematology	2024	37712633	10.1111/ejh.14104		https://doi.org/10.1111/ejh.14104			geo:China;recent	pmid_only
CD33_FLT3_AML	Yan Z, Gu R, Chen N, Zhang T, Ma H, Xu Y, Qiu S, Xing H, Tang K, Tian Z, Rao Q, Wang M, Wang J.	A dual-targeting approach with anti-IL10R CAR-T cells engineered to release anti-CD33 bispecific antibody in enhancing killing effect on acute myeloid leukemia cells	Research Square	2024		10.21203/rs.3.rs-3926499/v1		https://doi.org/10.21203/rs.3.rs-3926499/v1			geo:Europe;recent	record_only
CD33_FLT3_AML	Narayan R, Piérola AA, Donnellan WB, Yordi AM, Abdul-Hay M, Platzbecker U, Subklewe M, Kadia TM, Alonso-Domínguez JM, McCloskey J, Bradford K, Curtis M, Daskalakis N, Guttke C, Safer K, Hiebert B, Murphy J, Li X, Duchin K, Esteban D.	First-in-human study of JNJ-67571244, a CD33 × CD3 bispecific antibody, in relapsed/refractory acute myeloid leukemia and myelodysplastic syndrome	Clinical and translational science	2024	38494922	10.1111/cts.13742	PMC10945216	https://pmc.ncbi.nlm.nih.gov/articles/PMC10945216/	fulltext/narayan_2024_pmid38494922.xml		geo:Europe|US;recent	OA_available
CD33_FLT3_AML	Ravandi F, Subklewe M, Walter RB, Vachhani P, Ossenkoppele G, Buecklein V, Döhner H, Jongen-Lavrencic M, Baldus CD, Fransecky L, Pardee TS, Kantarjian H, Yen PK, Mukundan L, Panwar B, Yago MR, Agarwal S, Khaldoyanidi SK, Stein A.	Safety and tolerability of AMG 330 in adults with relapsed/refractory AML: a phase 1a dose-escalation study	Leukemia & lymphoma	2024	38712673	10.1080/10428194.2024.2346755		https://doi.org/10.1080/10428194.2024.2346755			geo:Europe|US;recent	pmid_only
CD33_FLT3_AML	Liegel J, Stroopinsky D, Cheloni G, Karagkouni D, Nahas M, Ma Y, Torres D, Saldarriaga I, Wang S, Arruda de Amaral A, Ploumakis A, Clohessy J, Abirached J, Bisharat L, Fraenkel P, Yildirim O, Bonnevaux H, Guerif S, Rallis K, Chedid G, Kufe D, Vlachos IS, Avigan D, Rosenblatt J.	Vaccine-educated T cells and a CD123 bispecific T-cell engager for treatment of acute myeloid leukemia	Blood advances	2025	40811786	10.1182/bloodadvances.2024015449	PMC12630361	https://pmc.ncbi.nlm.nih.gov/articles/PMC12630361/	fulltext/liegel_2025_pmid40811786.xml		geo:Europe|US;recent	OA_available
CD33_FLT3_AML	Griffiths HBS, Jones N, Vitale M, Faulkner N, Masters EW, Nabi-Aldridge NLA, Mistry M, Patterson C, Blanco-Gomez A, Griessinger E, Schon O, Daniels-Thorn TJ.	A bispecific antibody-drug conjugate targeting CD7 and CD33 shows anti-tumor activity and improved tumor selectivity in an aggressive subtype of acute myeloid leukemia	mAbs	2025	40888053	10.1080/19420862.2025.2551205	PMC12407849	https://pmc.ncbi.nlm.nih.gov/articles/PMC12407849/	fulltext/griffiths_2025_pmid40888053.xml		geo:Europe;recent	OA_available
CD33_FLT3_AML	Bellout H.	Effector-to-target ratio as a translational bottleneck for CD33 T-cell engagers in acute myeloid leukemia: a quantitative reanalysis of AMG 330	Investigational new drugs	2026	42268556	10.1007/s10637-026-01624-0		https://doi.org/10.1007/s10637-026-01624-0			geo:Europe|US;recent	pmid_only
